rule_id,rule_name,description,threshold_value,weight,active
6393,Rule_6393,Fraud detection rule for pattern 150,8697.42,1,1
6394,Rule_6394,Fraud detection rule for pattern 443,5219.67,1,1
6395,Rule_6395,Fraud detection rule for pattern 441,8713.84,1,1
6396,Rule_6396,Fraud detection rule for pattern 464,2018.14,2,0
6397,Rule_6397,Fraud detection rule for pattern 81,717.45,5,1
6398,Rule_6398,Fraud detection rule for pattern 108,8615.37,1,1
6399,Rule_6399,Fraud detection rule for pattern 768,7394.07,1,1
6400,Rule_6400,Fraud detection rule for pattern 838,8536.08,2,1
6401,Rule_6401,Fraud detection rule for pattern 743,2317.74,4,1
6402,Rule_6402,Fraud detection rule for pattern 379,6297.05,3,1
6403,Rule_6403,Fraud detection rule for pattern 251,4011.89,5,1
6404,Rule_6404,Fraud detection rule for pattern 340,4773.03,4,1
6405,Rule_6405,Fraud detection rule for pattern 925,1259.62,5,1
6406,Rule_6406,Fraud detection rule for pattern 729,5429.83,3,1
6407,Rule_6407,Fraud detection rule for pattern 44,6007.91,2,1
6408,Rule_6408,Fraud detection rule for pattern 927,5784.15,2,1
6409,Rule_6409,Fraud detection rule for pattern 938,852.51,5,1
6410,Rule_6410,Fraud detection rule for pattern 759,6419.88,1,1
6411,Rule_6411,Fraud detection rule for pattern 71,5732.84,3,1
6412,Rule_6412,Fraud detection rule for pattern 176,7751.35,5,1
6413,Rule_6413,Fraud detection rule for pattern 179,6585.59,5,1
6414,Rule_6414,Fraud detection rule for pattern 355,7315.49,4,1
6415,Rule_6415,Fraud detection rule for pattern 494,1615.17,2,1
6416,Rule_6416,Fraud detection rule for pattern 799,8963.08,1,1
6417,Rule_6417,Fraud detection rule for pattern 139,8974.69,4,1
6418,Rule_6418,Fraud detection rule for pattern 763,7772.92,3,1
6419,Rule_6419,Fraud detection rule for pattern 529,2420.69,5,1
6420,Rule_6420,Fraud detection rule for pattern 251,9709.81,1,1
6421,Rule_6421,Fraud detection rule for pattern 361,946.66,5,0
6422,Rule_6422,Fraud detection rule for pattern 87,8026.39,4,1
6423,Rule_6423,Fraud detection rule for pattern 668,7222.07,5,1
6424,Rule_6424,Fraud detection rule for pattern 912,7734.33,4,0
6425,Rule_6425,Fraud detection rule for pattern 516,8032.26,5,1
6426,Rule_6426,Fraud detection rule for pattern 805,1907.27,4,1
6427,Rule_6427,Fraud detection rule for pattern 521,461.05,3,1
6428,Rule_6428,Fraud detection rule for pattern 225,5938.57,4,1
6429,Rule_6429,Fraud detection rule for pattern 110,3333.42,3,1
6430,Rule_6430,Fraud detection rule for pattern 567,7325.23,1,1
6431,Rule_6431,Fraud detection rule for pattern 89,1751.41,3,1
6432,Rule_6432,Fraud detection rule for pattern 296,9762.96,4,1
6433,Rule_6433,Fraud detection rule for pattern 44,3993.27,2,1
6434,Rule_6434,Fraud detection rule for pattern 616,4543.39,1,1
6435,Rule_6435,Fraud detection rule for pattern 524,2022.09,2,1
6436,Rule_6436,Fraud detection rule for pattern 134,2655.84,4,1
6437,Rule_6437,Fraud detection rule for pattern 816,8483.42,1,1
6438,Rule_6438,Fraud detection rule for pattern 423,6291.00,5,1
6439,Rule_6439,Fraud detection rule for pattern 696,6196.76,2,1
6440,Rule_6440,Fraud detection rule for pattern 720,156.86,2,0
6441,Rule_6441,Fraud detection rule for pattern 6,6834.89,5,1
6442,Rule_6442,Fraud detection rule for pattern 945,3730.69,2,1
6443,Rule_6443,Fraud detection rule for pattern 735,5117.67,1,1
6444,Rule_6444,Fraud detection rule for pattern 181,2153.53,3,1
6445,Rule_6445,Fraud detection rule for pattern 306,8205.76,1,1
6446,Rule_6446,Fraud detection rule for pattern 328,1827.84,5,0
6447,Rule_6447,Fraud detection rule for pattern 838,8728.70,1,0
6448,Rule_6448,Fraud detection rule for pattern 332,9596.02,1,1
6449,Rule_6449,Fraud detection rule for pattern 556,6370.67,3,1
6450,Rule_6450,Fraud detection rule for pattern 770,4883.86,1,1
6451,Rule_6451,Fraud detection rule for pattern 897,253.70,3,1
6452,Rule_6452,Fraud detection rule for pattern 699,235.66,4,1
6453,Rule_6453,Fraud detection rule for pattern 310,3777.64,3,1
6454,Rule_6454,Fraud detection rule for pattern 22,7742.64,5,1
6455,Rule_6455,Fraud detection rule for pattern 737,5366.74,2,1
6456,Rule_6456,Fraud detection rule for pattern 792,8755.12,1,1
6457,Rule_6457,Fraud detection rule for pattern 548,4385.55,1,1
6458,Rule_6458,Fraud detection rule for pattern 822,1633.39,3,1
6459,Rule_6459,Fraud detection rule for pattern 169,8920.40,1,1
6460,Rule_6460,Fraud detection rule for pattern 482,896.19,2,1
6461,Rule_6461,Fraud detection rule for pattern 680,7419.87,2,0
6462,Rule_6462,Fraud detection rule for pattern 59,9249.37,3,1
6463,Rule_6463,Fraud detection rule for pattern 509,9670.80,1,1
6464,Rule_6464,Fraud detection rule for pattern 342,7294.22,2,1
6465,Rule_6465,Fraud detection rule for pattern 675,1544.62,3,1
6466,Rule_6466,Fraud detection rule for pattern 689,6224.44,4,0
6467,Rule_6467,Fraud detection rule for pattern 185,9601.92,5,0
6468,Rule_6468,Fraud detection rule for pattern 97,2067.03,1,1
6469,Rule_6469,Fraud detection rule for pattern 760,385.41,1,1
6470,Rule_6470,Fraud detection rule for pattern 204,4952.36,3,1
6471,Rule_6471,Fraud detection rule for pattern 967,6917.52,2,1
6472,Rule_6472,Fraud detection rule for pattern 821,7979.35,2,1
6473,Rule_6473,Fraud detection rule for pattern 361,5368.07,1,1
6474,Rule_6474,Fraud detection rule for pattern 90,1682.79,3,1
6475,Rule_6475,Fraud detection rule for pattern 916,2065.35,5,1
6476,Rule_6476,Fraud detection rule for pattern 936,6629.67,3,1
6477,Rule_6477,Fraud detection rule for pattern 938,1941.84,5,1
6478,Rule_6478,Fraud detection rule for pattern 359,1281.04,3,1
6479,Rule_6479,Fraud detection rule for pattern 305,58.87,1,1
6480,Rule_6480,Fraud detection rule for pattern 752,903.38,1,0
6481,Rule_6481,Fraud detection rule for pattern 4,3631.08,3,1
6482,Rule_6482,Fraud detection rule for pattern 7,7662.01,2,1
6483,Rule_6483,Fraud detection rule for pattern 995,8549.59,1,1
6484,Rule_6484,Fraud detection rule for pattern 105,5170.33,3,1
6485,Rule_6485,Fraud detection rule for pattern 615,1615.32,1,1
6486,Rule_6486,Fraud detection rule for pattern 988,2244.12,2,1
6487,Rule_6487,Fraud detection rule for pattern 266,1545.23,1,1
6488,Rule_6488,Fraud detection rule for pattern 665,7383.61,3,1
6489,Rule_6489,Fraud detection rule for pattern 192,6965.85,2,1
6490,Rule_6490,Fraud detection rule for pattern 665,9228.83,5,0
6491,Rule_6491,Fraud detection rule for pattern 964,2140.99,5,1
6492,Rule_6492,Fraud detection rule for pattern 404,4927.44,3,1
6493,Rule_6493,Fraud detection rule for pattern 920,7439.46,3,1
6494,Rule_6494,Fraud detection rule for pattern 56,4032.24,3,1
6495,Rule_6495,Fraud detection rule for pattern 211,646.09,5,1
6496,Rule_6496,Fraud detection rule for pattern 360,7563.47,1,1
6497,Rule_6497,Fraud detection rule for pattern 658,8880.15,3,1
6498,Rule_6498,Fraud detection rule for pattern 374,2671.65,5,1
6499,Rule_6499,Fraud detection rule for pattern 772,3583.73,3,1
6500,Rule_6500,Fraud detection rule for pattern 349,3255.62,2,1
6501,Rule_6501,Fraud detection rule for pattern 967,4244.19,4,1
6502,Rule_6502,Fraud detection rule for pattern 577,8992.69,3,1
6503,Rule_6503,Fraud detection rule for pattern 964,6531.64,2,1
6504,Rule_6504,Fraud detection rule for pattern 857,4373.40,2,1
6505,Rule_6505,Fraud detection rule for pattern 588,3711.70,3,1
6506,Rule_6506,Fraud detection rule for pattern 272,4936.64,4,1
6507,Rule_6507,Fraud detection rule for pattern 173,2450.68,3,1
6508,Rule_6508,Fraud detection rule for pattern 467,7712.27,1,1
6509,Rule_6509,Fraud detection rule for pattern 145,7002.60,3,0
6510,Rule_6510,Fraud detection rule for pattern 460,1213.44,4,1
6511,Rule_6511,Fraud detection rule for pattern 201,387.75,5,1
6512,Rule_6512,Fraud detection rule for pattern 315,588.69,3,1
6513,Rule_6513,Fraud detection rule for pattern 361,7595.58,1,1
6514,Rule_6514,Fraud detection rule for pattern 61,9963.30,5,1
6515,Rule_6515,Fraud detection rule for pattern 328,7271.83,3,1
6516,Rule_6516,Fraud detection rule for pattern 987,6057.43,3,1
6517,Rule_6517,Fraud detection rule for pattern 826,428.57,4,1
6518,Rule_6518,Fraud detection rule for pattern 855,9724.32,3,1
6519,Rule_6519,Fraud detection rule for pattern 282,5182.71,5,1
6520,Rule_6520,Fraud detection rule for pattern 194,7962.02,3,1
6521,Rule_6521,Fraud detection rule for pattern 763,8988.16,2,1
6522,Rule_6522,Fraud detection rule for pattern 358,3376.71,3,1
6523,Rule_6523,Fraud detection rule for pattern 893,6009.47,5,1
6524,Rule_6524,Fraud detection rule for pattern 411,5371.02,3,1
6525,Rule_6525,Fraud detection rule for pattern 953,6934.31,4,0
6526,Rule_6526,Fraud detection rule for pattern 354,6546.21,4,1
6527,Rule_6527,Fraud detection rule for pattern 892,1845.41,3,1
6528,Rule_6528,Fraud detection rule for pattern 545,6338.75,4,1
6529,Rule_6529,Fraud detection rule for pattern 494,2260.82,1,1
6530,Rule_6530,Fraud detection rule for pattern 483,9575.95,1,1
6531,Rule_6531,Fraud detection rule for pattern 214,3883.73,2,1
6532,Rule_6532,Fraud detection rule for pattern 626,6549.95,3,0
6533,Rule_6533,Fraud detection rule for pattern 767,2086.11,3,0
6534,Rule_6534,Fraud detection rule for pattern 801,745.83,4,1
6535,Rule_6535,Fraud detection rule for pattern 485,4792.79,1,1
6536,Rule_6536,Fraud detection rule for pattern 701,4270.76,1,0
6537,Rule_6537,Fraud detection rule for pattern 661,6447.13,5,1
6538,Rule_6538,Fraud detection rule for pattern 599,7010.59,3,1
6539,Rule_6539,Fraud detection rule for pattern 326,7935.57,5,1
6540,Rule_6540,Fraud detection rule for pattern 354,3056.40,4,1
6541,Rule_6541,Fraud detection rule for pattern 945,7477.94,1,1
6542,Rule_6542,Fraud detection rule for pattern 387,6998.30,4,1
6543,Rule_6543,Fraud detection rule for pattern 103,9539.14,2,1
6544,Rule_6544,Fraud detection rule for pattern 937,3747.43,5,1
6545,Rule_6545,Fraud detection rule for pattern 462,8322.74,4,1
6546,Rule_6546,Fraud detection rule for pattern 29,2948.21,3,1
6547,Rule_6547,Fraud detection rule for pattern 60,2362.09,3,1
6548,Rule_6548,Fraud detection rule for pattern 611,3479.62,5,1
6549,Rule_6549,Fraud detection rule for pattern 709,4552.78,5,1
6550,Rule_6550,Fraud detection rule for pattern 962,995.09,4,1
6551,Rule_6551,Fraud detection rule for pattern 492,3294.16,2,1
6552,Rule_6552,Fraud detection rule for pattern 410,7936.82,1,1
6553,Rule_6553,Fraud detection rule for pattern 171,2574.41,5,1
6554,Rule_6554,Fraud detection rule for pattern 744,9713.33,4,1
6555,Rule_6555,Fraud detection rule for pattern 961,2770.49,5,1
6556,Rule_6556,Fraud detection rule for pattern 598,8450.34,4,1
6557,Rule_6557,Fraud detection rule for pattern 176,5960.00,3,1
6558,Rule_6558,Fraud detection rule for pattern 688,6568.04,4,1
6559,Rule_6559,Fraud detection rule for pattern 883,936.96,4,1
6560,Rule_6560,Fraud detection rule for pattern 302,9353.90,1,1
6561,Rule_6561,Fraud detection rule for pattern 206,9586.78,2,1
6562,Rule_6562,Fraud detection rule for pattern 557,2258.41,5,1
6563,Rule_6563,Fraud detection rule for pattern 286,3124.90,3,0
6564,Rule_6564,Fraud detection rule for pattern 537,12.96,2,1
6565,Rule_6565,Fraud detection rule for pattern 403,8416.57,4,1
6566,Rule_6566,Fraud detection rule for pattern 55,8154.99,5,1
6567,Rule_6567,Fraud detection rule for pattern 506,6996.25,4,1
6568,Rule_6568,Fraud detection rule for pattern 834,333.67,3,1
6569,Rule_6569,Fraud detection rule for pattern 823,6683.41,2,1
6570,Rule_6570,Fraud detection rule for pattern 260,6198.21,3,1
6571,Rule_6571,Fraud detection rule for pattern 840,3446.28,1,1
6572,Rule_6572,Fraud detection rule for pattern 814,124.89,4,1
6573,Rule_6573,Fraud detection rule for pattern 394,6530.91,3,1
6574,Rule_6574,Fraud detection rule for pattern 672,8290.91,2,1
6575,Rule_6575,Fraud detection rule for pattern 552,8572.22,4,0
6576,Rule_6576,Fraud detection rule for pattern 589,9254.46,1,1
6577,Rule_6577,Fraud detection rule for pattern 94,3951.92,2,1
6578,Rule_6578,Fraud detection rule for pattern 211,2781.58,5,1
6579,Rule_6579,Fraud detection rule for pattern 856,7628.17,2,1
6580,Rule_6580,Fraud detection rule for pattern 322,5111.83,2,1
6581,Rule_6581,Fraud detection rule for pattern 582,136.40,3,1
6582,Rule_6582,Fraud detection rule for pattern 426,4825.35,2,1
6583,Rule_6583,Fraud detection rule for pattern 622,7406.34,3,0
6584,Rule_6584,Fraud detection rule for pattern 740,502.00,2,1
6585,Rule_6585,Fraud detection rule for pattern 835,8958.03,5,1
6586,Rule_6586,Fraud detection rule for pattern 466,1728.66,3,1
6587,Rule_6587,Fraud detection rule for pattern 228,8822.07,1,1
6588,Rule_6588,Fraud detection rule for pattern 737,7110.14,1,1
6589,Rule_6589,Fraud detection rule for pattern 725,5944.78,1,1
6590,Rule_6590,Fraud detection rule for pattern 701,6477.67,5,1
6591,Rule_6591,Fraud detection rule for pattern 94,8531.07,1,1
6592,Rule_6592,Fraud detection rule for pattern 6,8795.88,4,0
6593,Rule_6593,Fraud detection rule for pattern 524,6939.41,4,1
6594,Rule_6594,Fraud detection rule for pattern 392,8491.54,1,1
6595,Rule_6595,Fraud detection rule for pattern 313,7686.15,5,1
6596,Rule_6596,Fraud detection rule for pattern 493,1810.71,3,1
6597,Rule_6597,Fraud detection rule for pattern 948,9998.43,1,1
6598,Rule_6598,Fraud detection rule for pattern 153,721.18,3,1
6599,Rule_6599,Fraud detection rule for pattern 702,6451.03,3,1
6600,Rule_6600,Fraud detection rule for pattern 892,9009.86,5,0
6601,Rule_6601,Fraud detection rule for pattern 955,9225.75,5,1
6602,Rule_6602,Fraud detection rule for pattern 272,3106.39,3,0
6603,Rule_6603,Fraud detection rule for pattern 335,1153.55,4,1
6604,Rule_6604,Fraud detection rule for pattern 981,3659.05,5,0
6605,Rule_6605,Fraud detection rule for pattern 269,8090.83,5,1
6606,Rule_6606,Fraud detection rule for pattern 156,353.66,2,1
6607,Rule_6607,Fraud detection rule for pattern 584,2780.32,1,1
6608,Rule_6608,Fraud detection rule for pattern 985,5880.32,2,1
6609,Rule_6609,Fraud detection rule for pattern 40,2258.13,3,1
6610,Rule_6610,Fraud detection rule for pattern 782,9115.88,3,1
6611,Rule_6611,Fraud detection rule for pattern 554,9953.76,5,1
6612,Rule_6612,Fraud detection rule for pattern 221,1874.16,4,1
6613,Rule_6613,Fraud detection rule for pattern 55,4951.40,4,1
6614,Rule_6614,Fraud detection rule for pattern 982,3699.70,4,1
6615,Rule_6615,Fraud detection rule for pattern 350,2815.99,4,0
6616,Rule_6616,Fraud detection rule for pattern 267,9706.05,5,1
6617,Rule_6617,Fraud detection rule for pattern 541,9252.67,5,1
6618,Rule_6618,Fraud detection rule for pattern 816,2039.57,4,1
6619,Rule_6619,Fraud detection rule for pattern 801,9342.24,4,0
6620,Rule_6620,Fraud detection rule for pattern 962,8822.45,4,1
6621,Rule_6621,Fraud detection rule for pattern 501,1365.67,5,1
6622,Rule_6622,Fraud detection rule for pattern 278,4288.36,5,1
6623,Rule_6623,Fraud detection rule for pattern 95,2842.17,2,1
6624,Rule_6624,Fraud detection rule for pattern 755,1132.70,3,1
6625,Rule_6625,Fraud detection rule for pattern 148,448.00,3,1
6626,Rule_6626,Fraud detection rule for pattern 196,3444.17,3,1
6627,Rule_6627,Fraud detection rule for pattern 903,7651.89,3,1
6628,Rule_6628,Fraud detection rule for pattern 510,6206.12,2,1
6629,Rule_6629,Fraud detection rule for pattern 373,3405.00,3,1
6630,Rule_6630,Fraud detection rule for pattern 880,1296.58,2,1
6631,Rule_6631,Fraud detection rule for pattern 412,9561.10,1,1
6632,Rule_6632,Fraud detection rule for pattern 108,108.27,5,1
6633,Rule_6633,Fraud detection rule for pattern 380,8176.60,1,1
6634,Rule_6634,Fraud detection rule for pattern 793,4684.42,3,1
6635,Rule_6635,Fraud detection rule for pattern 617,993.19,5,1
6636,Rule_6636,Fraud detection rule for pattern 564,3457.21,2,1
6637,Rule_6637,Fraud detection rule for pattern 337,5634.37,4,0
6638,Rule_6638,Fraud detection rule for pattern 23,7602.31,2,1
6639,Rule_6639,Fraud detection rule for pattern 335,1317.35,1,1
6640,Rule_6640,Fraud detection rule for pattern 236,2315.31,1,1
6641,Rule_6641,Fraud detection rule for pattern 715,3580.40,4,1
6642,Rule_6642,Fraud detection rule for pattern 509,4301.23,2,1
6643,Rule_6643,Fraud detection rule for pattern 740,8277.75,3,1
6644,Rule_6644,Fraud detection rule for pattern 779,1273.10,1,1
6645,Rule_6645,Fraud detection rule for pattern 576,945.56,2,1
6646,Rule_6646,Fraud detection rule for pattern 305,8546.36,4,0
6647,Rule_6647,Fraud detection rule for pattern 478,1833.75,5,1
6648,Rule_6648,Fraud detection rule for pattern 184,7119.58,4,1
6649,Rule_6649,Fraud detection rule for pattern 179,4256.67,4,1
6650,Rule_6650,Fraud detection rule for pattern 768,510.40,1,1
6651,Rule_6651,Fraud detection rule for pattern 100,1039.09,4,1
6652,Rule_6652,Fraud detection rule for pattern 386,9350.19,1,1
6653,Rule_6653,Fraud detection rule for pattern 546,4282.94,3,1
6654,Rule_6654,Fraud detection rule for pattern 957,8965.45,4,1
6655,Rule_6655,Fraud detection rule for pattern 513,4423.40,1,1
6656,Rule_6656,Fraud detection rule for pattern 39,6317.61,4,1
6657,Rule_6657,Fraud detection rule for pattern 849,911.36,4,1
6658,Rule_6658,Fraud detection rule for pattern 323,888.13,1,1
6659,Rule_6659,Fraud detection rule for pattern 581,7585.40,5,1
6660,Rule_6660,Fraud detection rule for pattern 58,2728.64,5,1
6661,Rule_6661,Fraud detection rule for pattern 296,4058.30,1,1
6662,Rule_6662,Fraud detection rule for pattern 24,1078.46,3,1
6663,Rule_6663,Fraud detection rule for pattern 33,2062.99,3,1
6664,Rule_6664,Fraud detection rule for pattern 288,7266.15,3,1
6665,Rule_6665,Fraud detection rule for pattern 79,5879.33,4,0
6666,Rule_6666,Fraud detection rule for pattern 22,8262.90,5,1
6667,Rule_6667,Fraud detection rule for pattern 299,1292.23,4,1
6668,Rule_6668,Fraud detection rule for pattern 202,1284.96,1,0
6669,Rule_6669,Fraud detection rule for pattern 832,4627.24,5,1
6670,Rule_6670,Fraud detection rule for pattern 486,7519.47,4,1
6671,Rule_6671,Fraud detection rule for pattern 578,6359.20,3,1
6672,Rule_6672,Fraud detection rule for pattern 526,7400.16,1,1
6673,Rule_6673,Fraud detection rule for pattern 585,7056.73,2,0
6674,Rule_6674,Fraud detection rule for pattern 608,9122.83,4,1
6675,Rule_6675,Fraud detection rule for pattern 142,9359.28,2,1
6676,Rule_6676,Fraud detection rule for pattern 228,1420.09,5,1
6677,Rule_6677,Fraud detection rule for pattern 307,4385.06,3,1
6678,Rule_6678,Fraud detection rule for pattern 570,8283.44,3,1
6679,Rule_6679,Fraud detection rule for pattern 726,7674.90,4,0
6680,Rule_6680,Fraud detection rule for pattern 445,1717.23,1,1
6681,Rule_6681,Fraud detection rule for pattern 29,2748.57,3,1
6682,Rule_6682,Fraud detection rule for pattern 911,2808.90,1,1
6683,Rule_6683,Fraud detection rule for pattern 836,751.28,1,1
6684,Rule_6684,Fraud detection rule for pattern 171,6693.94,5,0
6685,Rule_6685,Fraud detection rule for pattern 585,5824.90,4,1
6686,Rule_6686,Fraud detection rule for pattern 729,121.08,1,1
6687,Rule_6687,Fraud detection rule for pattern 820,6269.90,4,1
6688,Rule_6688,Fraud detection rule for pattern 381,4457.93,1,1
6689,Rule_6689,Fraud detection rule for pattern 685,3924.53,4,1
6690,Rule_6690,Fraud detection rule for pattern 721,5526.65,3,1
6691,Rule_6691,Fraud detection rule for pattern 497,9850.76,1,1
6692,Rule_6692,Fraud detection rule for pattern 11,4150.74,4,1
6693,Rule_6693,Fraud detection rule for pattern 373,933.21,2,1
6694,Rule_6694,Fraud detection rule for pattern 263,8459.87,2,1
6695,Rule_6695,Fraud detection rule for pattern 197,381.99,2,1
6696,Rule_6696,Fraud detection rule for pattern 772,568.54,1,1
6697,Rule_6697,Fraud detection rule for pattern 552,5947.54,2,1
6698,Rule_6698,Fraud detection rule for pattern 583,6389.33,1,1
6699,Rule_6699,Fraud detection rule for pattern 327,1657.65,3,1
6700,Rule_6700,Fraud detection rule for pattern 191,1941.54,3,1
6701,Rule_6701,Fraud detection rule for pattern 317,7285.54,4,1
6702,Rule_6702,Fraud detection rule for pattern 448,8689.76,4,1
6703,Rule_6703,Fraud detection rule for pattern 334,240.93,3,1
6704,Rule_6704,Fraud detection rule for pattern 279,7492.41,4,1
6705,Rule_6705,Fraud detection rule for pattern 51,8266.68,1,1
6706,Rule_6706,Fraud detection rule for pattern 165,5716.55,4,1
6707,Rule_6707,Fraud detection rule for pattern 192,1715.29,4,1
6708,Rule_6708,Fraud detection rule for pattern 99,1453.75,4,1
6709,Rule_6709,Fraud detection rule for pattern 279,2523.02,1,1
6710,Rule_6710,Fraud detection rule for pattern 274,8477.95,4,0
6711,Rule_6711,Fraud detection rule for pattern 859,9286.00,4,1
6712,Rule_6712,Fraud detection rule for pattern 815,7672.99,3,1
6713,Rule_6713,Fraud detection rule for pattern 233,2016.58,1,1
6714,Rule_6714,Fraud detection rule for pattern 607,3079.10,4,1
6715,Rule_6715,Fraud detection rule for pattern 51,4086.96,5,1
6716,Rule_6716,Fraud detection rule for pattern 747,1486.23,2,1
6717,Rule_6717,Fraud detection rule for pattern 411,8072.00,3,1
6718,Rule_6718,Fraud detection rule for pattern 759,7115.92,3,1
6719,Rule_6719,Fraud detection rule for pattern 406,8145.61,4,1
6720,Rule_6720,Fraud detection rule for pattern 54,1564.91,1,1
6721,Rule_6721,Fraud detection rule for pattern 950,6603.60,4,1
6722,Rule_6722,Fraud detection rule for pattern 622,7389.97,3,1
6723,Rule_6723,Fraud detection rule for pattern 296,9687.87,5,0
6724,Rule_6724,Fraud detection rule for pattern 354,5839.34,3,1
6725,Rule_6725,Fraud detection rule for pattern 208,641.78,4,1
6726,Rule_6726,Fraud detection rule for pattern 171,3427.59,3,1
6727,Rule_6727,Fraud detection rule for pattern 41,9980.84,1,1
6728,Rule_6728,Fraud detection rule for pattern 222,3719.63,4,1
6729,Rule_6729,Fraud detection rule for pattern 311,8363.45,3,1
6730,Rule_6730,Fraud detection rule for pattern 681,7430.18,1,1
6731,Rule_6731,Fraud detection rule for pattern 817,2638.04,1,1
6732,Rule_6732,Fraud detection rule for pattern 207,8228.54,4,1
6733,Rule_6733,Fraud detection rule for pattern 995,9983.33,5,1
6734,Rule_6734,Fraud detection rule for pattern 778,8261.81,3,1
6735,Rule_6735,Fraud detection rule for pattern 556,7717.46,4,1
6736,Rule_6736,Fraud detection rule for pattern 918,9877.41,2,1
6737,Rule_6737,Fraud detection rule for pattern 202,1315.15,5,0
6738,Rule_6738,Fraud detection rule for pattern 789,4200.86,1,1
6739,Rule_6739,Fraud detection rule for pattern 411,1954.97,3,1
6740,Rule_6740,Fraud detection rule for pattern 335,6892.56,4,1
6741,Rule_6741,Fraud detection rule for pattern 551,7503.69,4,1
6742,Rule_6742,Fraud detection rule for pattern 442,5945.16,1,1
6743,Rule_6743,Fraud detection rule for pattern 84,9481.52,1,1
6744,Rule_6744,Fraud detection rule for pattern 23,8294.35,5,1
6745,Rule_6745,Fraud detection rule for pattern 620,1355.07,2,1
6746,Rule_6746,Fraud detection rule for pattern 534,600.53,5,1
6747,Rule_6747,Fraud detection rule for pattern 418,8805.33,1,1
6748,Rule_6748,Fraud detection rule for pattern 524,5949.80,1,1
6749,Rule_6749,Fraud detection rule for pattern 941,973.31,3,1
6750,Rule_6750,Fraud detection rule for pattern 964,4566.65,5,1
6751,Rule_6751,Fraud detection rule for pattern 665,3993.26,4,1
6752,Rule_6752,Fraud detection rule for pattern 987,2231.69,3,1
6753,Rule_6753,Fraud detection rule for pattern 532,859.64,3,1
6754,Rule_6754,Fraud detection rule for pattern 156,7723.92,4,1
6755,Rule_6755,Fraud detection rule for pattern 645,1346.69,1,1
6756,Rule_6756,Fraud detection rule for pattern 856,6600.53,2,1
6757,Rule_6757,Fraud detection rule for pattern 419,5484.89,1,0
6758,Rule_6758,Fraud detection rule for pattern 690,9802.94,4,1
6759,Rule_6759,Fraud detection rule for pattern 998,655.70,5,1
6760,Rule_6760,Fraud detection rule for pattern 54,7741.50,3,1
6761,Rule_6761,Fraud detection rule for pattern 715,7501.59,2,0
6762,Rule_6762,Fraud detection rule for pattern 659,2858.95,4,1
6763,Rule_6763,Fraud detection rule for pattern 743,8436.29,1,0
6764,Rule_6764,Fraud detection rule for pattern 810,2667.45,5,0
6765,Rule_6765,Fraud detection rule for pattern 281,4927.81,5,1
6766,Rule_6766,Fraud detection rule for pattern 660,5250.14,3,1
6767,Rule_6767,Fraud detection rule for pattern 248,1473.04,2,1
6768,Rule_6768,Fraud detection rule for pattern 323,4500.92,2,1
6769,Rule_6769,Fraud detection rule for pattern 97,3568.38,4,0
6770,Rule_6770,Fraud detection rule for pattern 433,6516.07,3,1
6771,Rule_6771,Fraud detection rule for pattern 442,403.30,2,1
6772,Rule_6772,Fraud detection rule for pattern 509,4473.78,3,1
6773,Rule_6773,Fraud detection rule for pattern 774,6777.83,2,1
6774,Rule_6774,Fraud detection rule for pattern 671,1405.09,1,1
6775,Rule_6775,Fraud detection rule for pattern 828,8358.11,2,1
6776,Rule_6776,Fraud detection rule for pattern 397,224.53,3,1
6777,Rule_6777,Fraud detection rule for pattern 951,2535.05,4,1
6778,Rule_6778,Fraud detection rule for pattern 288,4639.96,3,1
6779,Rule_6779,Fraud detection rule for pattern 917,8488.79,4,1
6780,Rule_6780,Fraud detection rule for pattern 683,328.39,2,1
6781,Rule_6781,Fraud detection rule for pattern 822,4288.34,4,1
6782,Rule_6782,Fraud detection rule for pattern 689,2282.20,4,1
6783,Rule_6783,Fraud detection rule for pattern 196,6291.55,3,1
6784,Rule_6784,Fraud detection rule for pattern 267,9628.99,5,0
6785,Rule_6785,Fraud detection rule for pattern 515,513.98,2,1
6786,Rule_6786,Fraud detection rule for pattern 418,8793.84,1,1
6787,Rule_6787,Fraud detection rule for pattern 151,3938.38,1,1
6788,Rule_6788,Fraud detection rule for pattern 943,6537.73,5,1
6789,Rule_6789,Fraud detection rule for pattern 650,170.66,2,1
6790,Rule_6790,Fraud detection rule for pattern 118,4062.80,1,1
6791,Rule_6791,Fraud detection rule for pattern 807,1207.94,5,1
6792,Rule_6792,Fraud detection rule for pattern 188,252.69,5,0
6793,Rule_6793,Fraud detection rule for pattern 272,4172.31,2,1
6794,Rule_6794,Fraud detection rule for pattern 387,6965.57,5,1
6795,Rule_6795,Fraud detection rule for pattern 346,4423.10,3,1
6796,Rule_6796,Fraud detection rule for pattern 564,3097.76,1,1
6797,Rule_6797,Fraud detection rule for pattern 247,9142.89,1,1
6798,Rule_6798,Fraud detection rule for pattern 625,7333.00,5,1
6799,Rule_6799,Fraud detection rule for pattern 449,6655.74,3,0
6800,Rule_6800,Fraud detection rule for pattern 948,6771.18,3,1
6801,Rule_6801,Fraud detection rule for pattern 905,3173.76,5,1
6802,Rule_6802,Fraud detection rule for pattern 289,9483.86,1,1
6803,Rule_6803,Fraud detection rule for pattern 257,1588.35,1,1
6804,Rule_6804,Fraud detection rule for pattern 674,6894.53,1,1
