alert_id,transaction_id,rule_id,risk_score,severity,created_at,resolved,analyst_id
7162,2720,832,4,HIGH,2025-11-27 19:37:45.973,0,NULL
7163,6513,7632,82,MEDIUM,2025-01-01 17:14:45.983,0,531
7164,761,5832,89,CRITICAL,2024-10-14 17:48:46.000,0,NULL
7165,1198,793,54,HIGH,2024-02-26 04:11:46.027,1,5097
7166,8046,5673,57,MEDIUM,2025-08-28 06:33:46.037,0,NULL
7167,1072,3186,1,MEDIUM,2025-11-20 12:16:46.043,1,NULL
7168,4256,953,37,CRITICAL,2024-09-23 22:07:46.050,1,NULL
7169,2009,1219,61,MEDIUM,2024-11-01 04:49:46.057,0,NULL
7170,310,3491,45,CRITICAL,2024-05-10 22:56:46.073,0,7085
7171,4808,5214,42,HIGH,2025-12-13 00:05:46.080,0,NULL
7172,8720,6554,97,HIGH,2025-02-04 08:15:46.087,0,NULL
7173,2537,1290,83,MEDIUM,2024-07-31 23:31:46.097,1,NULL
7174,2048,6778,53,HIGH,2025-12-15 09:31:46.110,0,NULL
7175,2468,8183,100,HIGH,2024-05-21 01:44:46.120,1,NULL
7176,6461,8396,36,MEDIUM,2024-06-26 13:10:46.130,0,3586
7177,4341,3726,94,MEDIUM,2025-01-19 19:05:46.147,1,NULL
7178,1856,6187,34,HIGH,2024-04-11 16:56:46.157,0,NULL
7179,8501,5792,98,LOW,2024-11-11 13:13:46.163,1,NULL
7180,8388,6425,20,CRITICAL,2024-06-17 22:19:46.177,0,7838
7181,7345,1195,53,LOW,2024-04-12 06:02:46.183,1,NULL
7182,5346,2098,53,LOW,2025-05-27 09:54:46.190,1,NULL
7183,8909,750,75,CRITICAL,2024-09-21 19:25:46.200,0,NULL
7184,4541,8383,34,LOW,2025-05-11 03:09:46.213,1,NULL
7185,4843,6087,26,LOW,2024-12-07 14:30:46.230,0,NULL
7186,4908,3897,94,LOW,2025-07-28 19:49:46.243,1,NULL
7187,5084,45,4,LOW,2024-04-26 00:30:46.250,0,NULL
7188,4539,4373,29,LOW,2025-11-10 10:25:46.260,0,8296
7189,6885,2137,89,LOW,2025-12-13 06:59:46.270,0,NULL
7190,3888,4121,8,MEDIUM,2025-07-04 11:00:46.277,0,NULL
7191,84,4361,52,CRITICAL,2025-03-24 10:30:46.287,0,NULL
7192,7283,7940,64,CRITICAL,2026-01-15 02:24:46.297,0,NULL
7193,8818,5838,86,HIGH,2025-12-17 08:56:46.307,0,5209
7194,9142,639,49,HIGH,2025-07-02 01:30:46.317,0,NULL
7195,5689,1174,48,CRITICAL,2024-02-12 06:13:46.330,0,729
7196,6020,4496,38,LOW,2025-08-12 20:13:46.340,1,4778
7197,2751,5134,42,MEDIUM,2024-06-27 20:39:46.353,0,6655
7198,5416,5729,44,MEDIUM,2025-03-04 06:09:46.360,0,NULL
7199,2600,6842,68,MEDIUM,2024-03-10 10:39:46.370,0,NULL
7200,1364,4903,95,CRITICAL,2025-04-09 11:51:46.380,0,NULL
7201,8315,7090,54,CRITICAL,2024-05-01 03:55:46.390,0,NULL
7202,5279,1497,50,MEDIUM,2024-08-26 05:18:46.400,1,NULL
7203,5237,7762,30,HIGH,2025-04-06 06:09:46.413,1,7508
7204,9738,6191,17,MEDIUM,2025-07-09 21:49:46.423,1,NULL
7205,5075,5545,50,CRITICAL,2025-08-12 16:44:46.437,0,4975
7206,7956,1137,35,MEDIUM,2026-02-08 03:47:46.450,0,8391
7207,511,745,1,CRITICAL,2025-06-19 00:06:46.460,0,NULL
7208,9401,6613,31,HIGH,2024-10-17 11:10:46.467,0,NULL
7209,466,3519,59,LOW,2024-09-08 02:24:46.473,0,NULL
7210,1919,1483,2,MEDIUM,2025-04-03 19:05:46.487,0,3008
7211,1606,3254,24,HIGH,2025-12-06 12:27:46.493,0,NULL
7212,4006,3786,54,HIGH,2024-05-02 23:47:46.507,0,3221
7213,9534,548,100,CRITICAL,2025-06-24 01:41:46.520,0,NULL
7214,3662,2848,59,LOW,2025-10-01 07:51:46.530,0,NULL
7215,266,2518,99,CRITICAL,2024-06-18 23:28:46.540,1,NULL
7216,7429,6353,81,CRITICAL,2024-02-15 11:08:46.550,0,NULL
7217,6014,6098,67,MEDIUM,2024-03-25 19:04:46.560,0,5268
7218,2322,1150,81,CRITICAL,2025-12-30 10:51:46.570,0,NULL
7219,5460,1791,78,MEDIUM,2025-05-20 06:37:46.577,0,NULL
7220,7963,2109,66,LOW,2024-03-13 14:38:46.587,0,NULL
7221,4356,4321,79,MEDIUM,2026-01-28 05:45:46.593,1,NULL
7222,4965,8108,12,LOW,2025-07-25 15:40:46.603,0,NULL
7223,7073,4807,9,MEDIUM,2025-02-22 09:01:46.613,0,NULL
7224,9690,5321,32,MEDIUM,2024-03-19 20:57:46.630,0,7198
7225,4032,7518,48,HIGH,2025-11-25 15:35:46.640,0,NULL
7226,1273,520,9,MEDIUM,2024-07-13 06:49:46.657,0,NULL
7227,4593,8966,29,HIGH,2024-08-25 02:53:46.663,1,NULL
7228,1224,4954,89,CRITICAL,2024-04-11 16:26:46.673,1,NULL
7229,2662,3300,74,MEDIUM,2024-09-19 17:38:46.690,1,5513
7230,6420,8044,88,CRITICAL,2025-05-04 16:06:46.700,0,NULL
7231,4306,7738,67,CRITICAL,2024-11-22 01:08:46.713,0,9429
7232,5725,7914,30,HIGH,2024-03-27 21:32:46.723,0,NULL
7233,5407,5227,38,CRITICAL,2024-09-30 14:54:46.743,0,730
7234,6306,4203,1,HIGH,2024-06-15 02:00:46.757,0,NULL
7235,9839,3718,98,MEDIUM,2025-04-06 03:33:46.763,0,NULL
7236,2214,1388,71,MEDIUM,2024-04-24 02:58:46.777,0,NULL
7237,2697,5617,53,CRITICAL,2025-02-09 01:24:46.783,0,NULL
7238,5754,6517,32,MEDIUM,2025-03-15 12:59:46.790,0,NULL
7239,8973,828,0,HIGH,2025-10-20 09:05:46.800,1,NULL
7240,1833,6022,28,LOW,2025-07-21 21:51:46.813,0,9710
7241,8688,1294,1,CRITICAL,2025-04-18 14:30:46.823,1,507
7242,9268,3707,47,LOW,2024-09-05 02:28:46.833,0,NULL
7243,7270,6191,93,HIGH,2024-05-12 13:30:46.840,0,NULL
7244,8329,5826,78,MEDIUM,2024-11-26 00:14:46.850,0,NULL
7245,8765,1316,17,LOW,2026-01-23 16:08:46.857,0,NULL
7246,6674,1575,79,CRITICAL,2024-06-29 14:28:46.863,1,NULL
7247,6522,2463,60,LOW,2024-05-13 05:09:46.873,1,NULL
7248,196,1729,46,CRITICAL,2025-09-26 17:37:46.880,0,NULL
7249,4986,7173,50,LOW,2025-04-29 19:11:46.890,1,NULL
7250,2341,2119,91,CRITICAL,2025-12-21 15:18:46.900,0,2648
7251,4117,294,72,HIGH,2025-12-31 06:38:46.910,0,NULL
7252,4369,2607,74,HIGH,2024-08-07 20:08:46.913,1,NULL
7253,4005,8507,7,MEDIUM,2025-06-10 14:52:46.923,1,NULL
7254,5919,4238,86,LOW,2024-05-02 23:46:46.930,1,NULL
7255,2710,1427,9,MEDIUM,2024-04-29 04:37:46.940,0,8195
7256,3040,6625,94,HIGH,2025-03-16 11:53:46.950,0,NULL
7257,6064,1001,84,HIGH,2025-05-15 17:54:46.960,1,3942
7258,868,1542,49,LOW,2025-08-30 01:52:46.967,0,NULL
7259,3167,2664,68,MEDIUM,2025-02-28 11:02:46.977,1,NULL
7260,9940,3076,71,LOW,2024-12-20 07:22:46.983,1,NULL
7261,2841,3238,57,MEDIUM,2025-05-28 15:55:46.990,0,NULL
7262,835,2142,32,HIGH,2025-07-21 23:21:47.003,0,5260
7263,9777,1627,87,CRITICAL,2024-05-30 13:04:47.013,0,2109
7264,452,8920,3,HIGH,2025-03-04 10:12:47.023,0,NULL
7265,8670,3291,8,MEDIUM,2024-05-23 03:26:47.030,0,NULL
7266,9826,7331,19,HIGH,2024-03-12 07:22:47.040,0,NULL
7267,8351,1555,60,LOW,2024-06-08 04:34:47.047,0,NULL
7268,2707,6027,65,LOW,2026-02-01 21:43:47.057,1,NULL
7269,6861,6929,17,LOW,2025-03-06 04:06:47.063,0,NULL
7270,289,3571,98,MEDIUM,2025-11-05 08:31:47.073,0,NULL
7271,7267,5429,25,MEDIUM,2025-04-23 15:49:47.080,0,NULL
7272,635,2563,100,LOW,2025-03-22 03:07:47.090,0,NULL
7273,2491,5417,25,LOW,2025-09-03 06:37:47.097,1,NULL
7274,6878,2640,2,HIGH,2025-08-09 23:55:47.107,1,NULL
7275,2342,3624,6,MEDIUM,2024-08-28 11:11:47.117,0,NULL
7276,1620,8160,50,LOW,2024-12-11 09:36:47.123,0,NULL
7277,72,5883,34,HIGH,2024-08-27 19:40:47.130,0,NULL
7278,4364,5694,17,LOW,2024-05-05 15:27:47.140,0,6820
7279,9370,6405,44,MEDIUM,2024-09-22 05:11:47.150,1,4308
7280,3012,8667,34,CRITICAL,2025-01-27 08:43:47.160,0,NULL
7281,953,5790,9,LOW,2025-04-26 06:24:47.167,0,NULL
7282,2341,5752,21,HIGH,2025-08-03 07:33:47.177,0,NULL
7283,9205,8605,65,HIGH,2025-09-15 16:09:47.183,0,NULL
7284,1016,1471,10,CRITICAL,2024-04-01 17:32:47.190,0,NULL
7285,5477,317,33,MEDIUM,2025-10-31 07:49:47.197,0,NULL
7286,2401,3533,76,LOW,2025-05-05 18:20:47.203,0,NULL
7287,8072,2690,29,MEDIUM,2024-05-29 07:59:47.210,1,NULL
7288,9394,6026,33,CRITICAL,2025-02-19 17:34:47.213,1,NULL
7289,5976,2273,20,HIGH,2025-09-21 12:47:47.220,1,NULL
7290,7426,5589,68,MEDIUM,2026-01-05 04:51:47.227,0,NULL
7291,2511,97,97,HIGH,2024-05-30 09:20:47.240,0,7482
7292,9150,5636,16,HIGH,2025-08-13 14:50:47.247,0,NULL
7293,2531,1287,60,LOW,2024-06-04 05:31:47.257,1,NULL
7294,185,6564,79,MEDIUM,2024-03-01 08:45:47.263,0,NULL
7295,6701,603,48,LOW,2025-01-10 04:23:47.270,0,NULL
7296,8403,4496,18,MEDIUM,2024-11-07 08:45:47.280,0,NULL
7297,9384,6609,1,MEDIUM,2024-07-17 08:58:47.290,1,NULL
7298,8551,4039,67,HIGH,2025-01-20 03:59:47.297,1,NULL
7299,8115,272,86,CRITICAL,2025-12-12 18:35:47.303,1,NULL
7300,2586,1534,4,CRITICAL,2025-08-13 00:58:47.313,0,NULL
7301,852,7864,48,LOW,2025-02-13 08:16:47.320,1,NULL
7302,5799,1897,71,CRITICAL,2024-05-18 11:19:47.333,0,74
7303,4500,5553,21,MEDIUM,2024-07-08 22:47:47.340,0,NULL
7304,545,4364,15,HIGH,2025-04-19 10:32:47.350,0,NULL
7305,6096,3223,91,LOW,2025-11-21 01:47:47.357,1,NULL
7306,9192,5309,90,MEDIUM,2024-03-14 22:36:47.370,1,359
7307,8372,6057,40,LOW,2024-12-02 00:51:47.380,0,NULL
7308,3298,8260,87,CRITICAL,2025-09-09 03:09:47.387,0,NULL
7309,7626,6939,19,CRITICAL,2024-04-03 19:27:47.393,0,NULL
7310,6026,8088,4,CRITICAL,2025-09-26 23:46:47.403,0,NULL
7311,971,2426,96,MEDIUM,2025-10-15 11:05:47.410,0,NULL
7312,2628,1927,23,MEDIUM,2026-01-23 13:14:47.417,0,NULL
7313,9121,1284,68,MEDIUM,2025-07-24 11:02:47.423,0,NULL
7314,136,3543,72,CRITICAL,2025-07-03 08:01:47.430,1,NULL
7315,479,3022,30,MEDIUM,2024-10-31 06:28:47.437,0,NULL
7316,847,649,0,LOW,2025-05-29 20:24:47.443,1,NULL
7317,3033,2662,44,LOW,2025-08-10 13:55:47.450,1,NULL
7318,2773,1166,28,LOW,2025-09-19 14:06:47.460,0,NULL
7319,6594,1710,18,MEDIUM,2025-09-26 00:03:47.467,1,NULL
7320,7458,6451,98,MEDIUM,2024-11-23 07:38:47.473,0,NULL
7321,8468,3889,4,MEDIUM,2025-01-12 17:46:47.480,0,NULL
7322,9440,5843,52,HIGH,2026-01-12 17:23:47.487,0,NULL
7323,1289,6327,90,CRITICAL,2024-09-01 05:06:47.493,1,NULL
7324,2571,8682,42,HIGH,2024-08-14 05:57:47.500,0,NULL
7325,2492,2369,95,HIGH,2025-05-30 06:53:47.507,0,NULL
7326,828,7874,12,HIGH,2024-03-20 17:36:47.517,0,2455
7327,4888,2997,81,LOW,2025-08-16 02:21:47.527,0,4986
7328,1832,611,48,CRITICAL,2025-02-18 15:04:47.533,0,NULL
7329,7757,8149,81,CRITICAL,2025-08-23 12:00:47.540,0,NULL
7330,494,4871,89,LOW,2024-07-01 03:46:47.547,1,NULL
7331,6633,1144,55,HIGH,2025-10-06 19:15:47.553,0,NULL
7332,2687,5461,97,HIGH,2025-10-11 07:24:47.560,0,NULL
7333,3887,138,21,LOW,2025-04-26 06:39:47.570,0,NULL
7334,3816,3195,28,HIGH,2024-06-16 08:30:47.577,1,NULL
7335,7971,8920,31,MEDIUM,2025-04-30 06:22:47.580,0,NULL
7336,8732,7388,51,LOW,2025-10-27 16:40:47.590,0,NULL
7337,6758,2299,63,CRITICAL,2025-04-01 16:59:47.597,0,NULL
7338,6819,8839,88,CRITICAL,2024-09-08 13:44:47.603,0,NULL
7339,2409,1243,75,CRITICAL,2024-11-22 20:19:47.610,0,NULL
7340,7547,6511,83,MEDIUM,2024-08-25 08:12:47.620,0,NULL
7341,6453,8706,40,LOW,2024-11-26 18:53:47.630,0,280
7342,2273,6133,29,CRITICAL,2025-12-20 07:45:47.637,1,NULL
7343,8027,6384,0,MEDIUM,2026-02-08 15:59:47.643,0,NULL
7344,9784,8874,93,LOW,2025-05-24 18:22:47.650,0,NULL
7345,6964,5082,39,LOW,2025-01-29 21:27:47.657,1,NULL
7346,1321,6738,90,HIGH,2024-04-24 01:00:47.663,1,NULL
7347,2706,5249,32,LOW,2024-08-29 19:45:47.670,0,NULL
7348,3027,6608,81,CRITICAL,2024-11-19 01:06:47.677,0,NULL
7349,8267,8804,67,CRITICAL,2025-10-22 13:44:47.683,1,NULL
7350,6243,742,29,CRITICAL,2024-11-05 09:04:47.690,0,NULL
7351,2259,3162,24,MEDIUM,2024-04-06 00:03:47.697,0,NULL
7352,3009,3123,75,HIGH,2025-04-19 06:30:47.703,0,NULL
7353,8964,437,56,CRITICAL,2025-03-17 22:27:47.710,0,NULL
7354,7355,6434,4,LOW,2025-07-16 03:44:47.713,0,NULL
7355,5433,832,95,HIGH,2025-07-10 22:30:47.720,1,NULL
7356,460,5461,42,LOW,2024-03-01 00:17:47.727,0,NULL
7357,8579,4472,51,LOW,2024-02-20 18:20:47.733,0,NULL
7358,7333,4764,57,CRITICAL,2025-05-04 04:10:47.743,0,NULL
7359,4797,4590,58,HIGH,2024-11-16 18:16:47.750,1,NULL
7360,7389,8355,36,HIGH,2025-09-02 03:10:47.757,0,NULL
7361,1091,7182,0,CRITICAL,2025-09-06 00:53:47.763,0,NULL
7362,3838,1734,94,CRITICAL,2026-01-25 02:18:47.777,0,8339
7363,2924,2808,73,CRITICAL,2025-10-11 19:12:47.787,0,NULL
7364,6497,8205,26,LOW,2026-01-01 23:22:47.793,1,NULL
7365,450,3525,10,CRITICAL,2024-10-17 00:10:47.803,1,NULL
7366,6954,891,48,CRITICAL,2025-01-16 13:26:47.813,0,NULL
7367,4436,8004,0,MEDIUM,2024-02-28 13:29:47.827,0,3506
7368,3253,2955,32,LOW,2025-10-01 15:38:47.837,0,NULL
7369,6404,4316,13,LOW,2025-01-18 00:24:47.843,1,NULL
7370,3257,5025,36,LOW,2025-12-02 15:36:47.853,1,NULL
7371,410,4607,26,CRITICAL,2024-12-28 22:12:47.860,1,NULL
7372,6127,30,31,CRITICAL,2024-06-08 22:20:47.870,1,NULL
7373,7655,3153,28,MEDIUM,2024-03-10 00:23:47.877,1,NULL
7374,7419,6268,16,CRITICAL,2024-10-30 01:57:47.883,0,NULL
7375,3833,4329,48,HIGH,2024-04-01 10:25:47.893,0,NULL
7376,7048,2014,6,HIGH,2025-12-15 11:34:47.903,0,NULL
7377,8368,8968,43,CRITICAL,2025-03-09 09:04:47.910,0,NULL
7378,2178,7307,45,HIGH,2026-01-31 20:25:47.917,1,NULL
7379,7727,1705,10,HIGH,2026-01-15 21:02:47.927,1,6877
7380,453,8855,33,HIGH,2025-08-20 16:17:47.940,1,5351
7381,3051,8995,69,HIGH,2025-02-26 05:44:47.950,1,9759
7382,4332,7730,12,CRITICAL,2024-06-06 13:09:47.963,0,6782
7383,6781,681,91,HIGH,2025-05-29 18:11:47.970,1,NULL
7384,5429,8317,59,CRITICAL,2025-11-01 20:44:47.977,0,NULL
7385,2529,2753,58,MEDIUM,2024-02-20 20:08:47.987,0,NULL
7386,9995,2612,85,MEDIUM,2024-10-05 13:16:47.993,0,NULL
7387,8026,5593,23,CRITICAL,2025-05-17 20:26:48.003,1,NULL
7388,8668,5459,12,CRITICAL,2024-12-04 13:05:48.013,0,NULL
7389,3179,7992,14,LOW,2025-07-20 04:06:48.020,0,NULL
7390,1745,6380,80,CRITICAL,2025-12-30 03:22:48.030,0,NULL
7391,7498,20,29,CRITICAL,2026-01-22 01:18:48.037,0,NULL
7392,6939,7196,47,LOW,2025-12-14 11:48:48.050,0,7106
7393,7906,2102,61,LOW,2025-12-08 03:21:48.057,0,NULL
7394,2387,2020,80,LOW,2025-02-11 23:08:48.063,0,NULL
7395,6457,3757,43,CRITICAL,2024-09-22 06:58:48.073,0,NULL
7396,7009,333,56,LOW,2026-01-01 00:09:48.080,0,NULL
7397,4900,6714,38,HIGH,2024-03-04 11:14:48.090,0,NULL
7398,3887,5602,61,HIGH,2025-06-25 13:35:48.097,0,NULL
7399,3185,7410,38,LOW,2025-04-25 04:03:48.103,0,NULL
7400,5892,4500,10,MEDIUM,2024-11-29 23:41:48.110,0,NULL
7401,342,2488,13,HIGH,2025-03-14 02:08:48.120,1,NULL
7402,9309,3661,39,LOW,2024-08-29 03:03:48.127,0,NULL
7403,4136,7708,6,LOW,2025-08-20 01:02:48.137,1,NULL
7404,3315,3806,33,HIGH,2024-09-18 06:07:48.143,0,NULL
7405,8448,8131,27,MEDIUM,2024-11-22 00:56:48.157,0,1937
7406,4448,5037,11,LOW,2025-11-03 09:15:48.163,0,NULL
7407,2502,1627,10,MEDIUM,2024-05-01 04:11:48.177,0,3085
7408,761,3917,9,LOW,2025-09-19 02:05:48.183,0,NULL
7409,314,3028,91,MEDIUM,2024-04-24 21:05:48.190,1,NULL
7410,6339,261,85,HIGH,2025-12-17 20:27:48.200,1,NULL
7411,2287,1814,44,CRITICAL,2025-10-24 16:13:48.207,0,NULL
7412,1213,3499,21,LOW,2025-01-04 16:16:48.213,0,NULL
7413,7818,6882,34,HIGH,2025-04-03 18:22:48.220,0,NULL
7414,4631,1680,50,MEDIUM,2025-05-21 14:08:48.230,0,NULL
7415,7575,1603,20,LOW,2025-10-05 18:28:48.237,1,NULL
7416,3707,6605,50,LOW,2024-07-08 12:12:48.243,0,NULL
7417,1858,7882,91,CRITICAL,2025-07-17 07:07:48.257,0,9306
7418,5931,4445,2,LOW,2024-05-20 01:13:48.267,1,5880
7419,9203,7358,43,LOW,2024-11-17 12:18:48.277,0,NULL
7420,4234,3949,14,HIGH,2025-11-17 23:41:48.283,1,NULL
7421,8284,1933,73,CRITICAL,2024-05-03 14:00:48.293,0,NULL
7422,1773,1459,79,CRITICAL,2024-05-31 21:15:48.303,1,NULL
7423,4619,5929,47,MEDIUM,2025-10-03 07:02:48.310,0,NULL
7424,6727,1829,38,CRITICAL,2025-11-22 22:33:48.320,0,NULL
7425,1877,1025,59,HIGH,2025-05-01 01:02:48.327,0,NULL
7426,9942,8185,2,MEDIUM,2025-10-02 08:27:48.333,0,NULL
7427,7537,5022,67,CRITICAL,2025-05-03 10:41:48.340,0,NULL
7428,1355,3923,36,CRITICAL,2024-04-09 11:50:48.350,0,NULL
7429,8705,8748,88,HIGH,2025-03-28 00:40:48.357,0,NULL
7430,3837,6431,31,LOW,2025-10-13 09:07:48.363,0,NULL
7431,5727,1665,1,MEDIUM,2024-07-14 21:26:48.373,0,NULL
7432,6402,5141,57,LOW,2025-01-04 06:15:48.380,0,NULL
7433,1684,4778,2,CRITICAL,2025-07-07 17:00:48.390,0,NULL
7434,1022,4015,11,CRITICAL,2024-10-27 16:33:48.397,1,NULL
7435,8801,6579,39,LOW,2025-09-18 03:28:48.407,0,NULL
7436,7564,1800,14,LOW,2026-01-24 00:08:48.417,0,8308
7437,4272,6507,71,LOW,2025-04-15 12:23:48.430,0,8554
7438,9286,1184,78,HIGH,2024-02-29 03:52:48.437,0,NULL
7439,1828,4489,70,CRITICAL,2024-08-26 06:47:48.443,1,NULL
7440,8162,4778,21,CRITICAL,2025-03-02 02:19:48.453,1,78
7441,8008,2598,56,LOW,2024-06-04 17:25:48.460,0,NULL
7442,9517,4074,97,HIGH,2024-11-06 14:23:48.470,1,5163
7443,4367,5604,63,HIGH,2025-06-24 03:24:48.480,0,NULL
7444,1934,8999,39,HIGH,2025-02-25 12:52:48.487,1,NULL
7445,1365,8615,11,LOW,2024-09-19 08:19:48.497,1,5656
7446,3001,4433,91,CRITICAL,2025-08-30 18:57:48.507,0,NULL
7447,9517,1550,97,HIGH,2025-05-15 17:05:48.510,0,NULL
7448,4904,5403,61,CRITICAL,2025-01-07 04:02:48.520,0,NULL
7449,129,881,14,MEDIUM,2024-09-24 14:17:48.527,0,NULL
7450,3959,3123,77,CRITICAL,2025-05-11 02:10:48.533,0,NULL
7451,9203,4780,68,MEDIUM,2025-11-21 17:06:48.547,0,649
7452,9456,6223,12,CRITICAL,2025-08-21 02:40:48.560,0,9600
7453,7241,8183,28,CRITICAL,2024-10-30 09:19:48.567,0,NULL
7454,5169,3832,39,HIGH,2024-08-04 00:13:48.577,0,NULL
7455,8560,6687,75,MEDIUM,2024-09-23 12:05:48.583,0,NULL
7456,9571,8677,67,CRITICAL,2025-09-13 08:14:48.593,0,NULL
7457,3014,154,21,MEDIUM,2025-08-15 14:25:48.603,1,NULL
7458,5659,1758,25,MEDIUM,2026-01-12 09:07:48.613,1,8228
7459,7049,3009,65,HIGH,2024-09-24 12:49:48.623,1,NULL
7460,9063,7605,86,LOW,2025-02-16 06:42:48.630,0,NULL
7461,9121,2786,30,CRITICAL,2025-03-15 19:36:48.643,1,7256
7462,612,1674,86,CRITICAL,2025-11-16 21:47:48.653,0,1159
7463,4145,6488,31,MEDIUM,2025-01-03 11:33:48.663,0,NULL
7464,2962,8716,43,LOW,2026-01-17 05:48:48.673,1,2479
7465,2659,3324,74,LOW,2025-03-05 12:30:48.687,0,2173
7466,3915,3671,61,MEDIUM,2025-04-17 05:28:48.700,0,9011
7467,5965,5535,55,CRITICAL,2024-03-24 23:58:48.710,0,724
7468,4853,4323,86,LOW,2025-10-30 06:21:48.720,1,NULL
7469,6080,3656,45,CRITICAL,2025-10-11 04:22:48.733,1,6775
7470,1039,242,32,HIGH,2025-10-07 14:06:48.740,0,NULL
7471,9345,4570,45,MEDIUM,2024-08-20 08:03:48.750,0,NULL
7472,1540,2256,12,HIGH,2024-05-24 07:30:48.757,1,NULL
7473,9902,4699,2,MEDIUM,2024-11-17 23:04:48.763,1,NULL
7474,3584,6477,73,CRITICAL,2025-11-11 19:05:48.773,0,NULL
7475,8781,8247,46,LOW,2025-03-06 02:38:48.780,0,NULL
7476,7874,6290,92,CRITICAL,2024-06-04 08:04:48.787,0,NULL
7477,8602,4523,32,CRITICAL,2024-05-19 17:21:48.793,1,NULL
7478,2985,6007,94,HIGH,2025-02-06 21:42:48.800,1,NULL
7479,7655,3425,28,LOW,2024-04-28 09:39:48.807,0,NULL
7480,5595,5076,28,MEDIUM,2025-05-10 12:42:48.813,0,NULL
7481,6159,1006,92,CRITICAL,2025-07-06 22:07:48.820,0,NULL
7482,9690,4953,49,LOW,2024-12-17 04:12:48.827,0,NULL
7483,7306,6736,75,HIGH,2025-09-26 11:20:48.833,0,NULL
7484,5497,8906,65,MEDIUM,2024-08-08 06:06:48.840,0,NULL
7485,8804,7430,78,HIGH,2024-06-11 20:24:48.850,0,7095
7486,4359,4620,72,CRITICAL,2024-11-14 11:19:48.857,1,NULL
7487,4644,7829,14,HIGH,2024-04-17 02:03:48.867,1,8342
7488,1293,4380,5,HIGH,2025-07-31 12:01:48.873,1,NULL
7489,7129,3889,53,CRITICAL,2025-03-13 04:07:48.880,0,NULL
7490,7455,2848,58,LOW,2024-07-22 13:41:48.887,1,NULL
7491,8311,2192,1,HIGH,2024-10-21 11:18:48.893,1,NULL
7492,6832,5742,14,CRITICAL,2025-06-17 06:56:48.903,0,5503
7493,8957,4853,100,CRITICAL,2025-03-08 08:55:48.913,0,331
7494,2627,5279,58,CRITICAL,2024-07-11 06:01:48.920,0,NULL
7495,6891,3517,68,LOW,2024-10-01 21:35:48.927,0,NULL
7496,4703,3569,81,CRITICAL,2025-10-25 17:28:48.933,0,NULL
7497,7632,5473,11,CRITICAL,2024-04-27 08:48:48.940,1,NULL
7498,1116,1016,47,CRITICAL,2024-10-01 23:10:48.943,0,NULL
7499,363,5194,79,HIGH,2025-06-26 16:05:48.950,0,NULL
7500,1665,7422,54,LOW,2024-11-25 20:33:48.960,0,NULL
7501,9281,1805,79,LOW,2025-02-06 05:53:48.967,0,NULL
7502,7879,6812,77,LOW,2024-08-29 15:47:48.973,0,NULL
7503,5230,3848,60,CRITICAL,2024-06-30 19:20:48.980,1,NULL
7504,6049,4730,100,MEDIUM,2024-07-30 23:04:48.987,0,NULL
7505,6599,2578,63,MEDIUM,2025-03-17 20:34:48.993,0,NULL
7506,1545,53,0,CRITICAL,2025-05-13 03:06:49.000,0,NULL
7507,5146,1735,63,LOW,2026-01-21 21:50:49.010,1,NULL
7508,5819,6165,52,LOW,2024-11-04 13:15:49.017,0,NULL
7509,3132,3298,57,LOW,2024-03-15 06:03:49.023,0,NULL
7510,7471,4997,63,HIGH,2024-12-11 04:49:49.030,0,NULL
7511,9002,4220,32,LOW,2024-07-12 23:18:49.037,0,NULL
7512,2713,655,51,CRITICAL,2024-03-20 04:18:49.043,1,NULL
7513,1634,2787,8,CRITICAL,2025-05-14 16:02:49.050,0,NULL
7514,229,4968,18,LOW,2025-01-08 12:48:49.053,0,NULL
7515,6024,8191,15,CRITICAL,2025-09-19 16:34:49.060,1,NULL
7516,3801,1,26,HIGH,2025-07-06 13:17:49.070,1,NULL
7517,2126,4707,6,CRITICAL,2025-06-15 20:56:49.080,0,8795
7518,1194,4872,79,CRITICAL,2024-06-14 13:35:49.090,0,NULL
7519,4744,3337,89,LOW,2025-01-09 18:01:49.100,0,NULL
7520,213,4041,90,MEDIUM,2025-03-04 11:09:49.107,0,NULL
7521,3097,1684,93,LOW,2025-01-07 19:35:49.117,1,NULL
7522,926,8431,33,MEDIUM,2025-10-25 08:03:49.127,0,9185
7523,7083,7716,31,MEDIUM,2025-10-22 14:09:49.137,1,NULL
7524,45,7409,36,MEDIUM,2024-07-01 01:44:49.143,1,NULL
7525,1469,8815,60,HIGH,2025-10-09 03:07:49.157,1,6030
7526,1665,5272,18,CRITICAL,2025-05-28 01:05:49.167,0,NULL
7527,3729,695,43,HIGH,2025-07-20 18:01:49.173,1,NULL
7528,1484,4600,35,MEDIUM,2024-05-05 17:41:49.180,0,NULL
7529,3712,6776,20,CRITICAL,2024-12-14 13:42:49.190,1,NULL
7530,8582,4652,14,CRITICAL,2024-11-05 21:17:49.197,0,NULL
7531,7096,7662,22,MEDIUM,2025-11-02 18:55:49.210,0,7989
7532,3397,5138,89,CRITICAL,2024-07-15 16:40:49.217,1,NULL
7533,2316,1291,55,HIGH,2025-06-06 02:58:49.223,0,NULL
7534,7239,2543,34,CRITICAL,2025-12-22 09:26:49.233,1,NULL
