log_id,table_name,record_id,action,old_value,new_value,changed_by,changed_at
7927,Merchants,2428,UPDATE,Old value sample 545,New value sample 212,1339,2026-02-08 19:25:05.817
7928,Accounts,21396,UPDATE,Old value sample -732,New value sample -190,6910,2026-02-08 19:25:05.823
7929,Merchants,1969,UPDATE,Old value sample 446,New value sample 394,8859,2026-02-08 19:25:05.830
7930,Users,6767,DELETE,Old value sample 524,New value sample 621,3439,2026-02-08 19:25:05.837
7931,Users,7911,INSERT,Old value sample 542,New value sample -223,9635,2026-02-08 19:25:05.847
7932,Users,8368,UPDATE,Old value sample 508,New value sample 932,896,2026-02-08 19:25:05.853
7933,Users,3679,DELETE,Old value sample 784,New value sample 457,7780,2026-02-08 19:25:05.860
7934,Accounts,14179,INSERT,Old value sample 66,New value sample 662,8324,2026-02-08 19:25:05.867
7935,Merchants,2719,DELETE,Old value sample 653,New value sample 313,6125,2026-02-08 19:25:05.873
7936,Users,4227,UPDATE,Old value sample 41,New value sample -543,8646,2026-02-08 19:25:05.880
7937,Devices,1761,INSERT,Old value sample -562,New value sample -772,4340,2026-02-08 19:25:05.883
7938,Users,8956,INSERT,Old value sample -547,New value sample -405,1303,2026-02-08 19:25:05.890
7939,Fraud_Alerts,3396,INSERT,Old value sample -368,New value sample -589,1087,2026-02-08 19:25:05.897
7940,Login_History,7322,UPDATE,Old value sample -719,New value sample -444,1987,2026-02-08 19:25:05.907
7941,Devices,4179,UPDATE,Old value sample -80,New value sample -223,391,2026-02-08 19:25:05.910
7942,Users,5414,UPDATE,Old value sample -15,New value sample 519,4542,2026-02-08 19:25:05.923
7943,Fraud_Alerts,7864,INSERT,Old value sample -917,New value sample 206,9991,2026-02-08 19:25:05.930
7944,Login_History,8534,INSERT,Old value sample 342,New value sample -886,8305,2026-02-08 19:25:05.943
7945,Accounts,22298,INSERT,Old value sample -563,New value sample 394,3868,2026-02-08 19:25:05.953
7946,Accounts,18157,UPDATE,Old value sample 611,New value sample 724,4193,2026-02-08 19:25:05.963
7947,Users,128,INSERT,Old value sample -262,New value sample 996,3528,2026-02-08 19:25:05.970
7948,Transactions,2344,INSERT,Old value sample 236,New value sample 639,1480,2026-02-08 19:25:05.980
7949,Fraud_Alerts,3532,UPDATE,Old value sample -534,New value sample -592,4671,2026-02-08 19:25:05.987
7950,Devices,2683,DELETE,Old value sample -732,New value sample -759,4381,2026-02-08 19:25:05.993
7951,Devices,1294,UPDATE,Old value sample 219,New value sample -115,568,2026-02-08 19:25:06.000
7952,Login_History,6576,DELETE,Old value sample 216,New value sample 330,3583,2026-02-08 19:25:06.013
7953,Accounts,15586,UPDATE,Old value sample 614,New value sample 608,3093,2026-02-08 19:25:06.023
7954,Login_History,2804,UPDATE,Old value sample -118,New value sample -12,423,2026-02-08 19:25:06.033
7955,Merchants,2190,DELETE,Old value sample -3,New value sample 554,1943,2026-02-08 19:25:06.040
7956,Merchants,1490,INSERT,Old value sample -689,New value sample -366,6690,2026-02-08 19:25:06.047
7957,Merchants,2252,DELETE,Old value sample 149,New value sample 374,2323,2026-02-08 19:25:06.053
7958,Fraud_Alerts,5477,INSERT,Old value sample 811,New value sample 739,5552,2026-02-08 19:25:06.060
7959,Merchants,1597,UPDATE,Old value sample 802,New value sample -870,8865,2026-02-08 19:25:06.067
7960,Devices,3683,DELETE,Old value sample 698,New value sample 175,6600,2026-02-08 19:25:06.073
7961,Login_History,19729,INSERT,Old value sample 253,New value sample -967,281,2026-02-08 19:25:06.083
7962,Transactions,4086,DELETE,Old value sample -990,New value sample 516,313,2026-02-08 19:25:06.093
7963,Fraud_Alerts,2794,UPDATE,Old value sample 803,New value sample -776,3062,2026-02-08 19:25:06.100
7964,Transactions,477,INSERT,Old value sample -824,New value sample -387,494,2026-02-08 19:25:06.110
7965,Transactions,5190,DELETE,Old value sample 587,New value sample 995,1511,2026-02-08 19:25:06.117
7966,Devices,1641,DELETE,Old value sample 374,New value sample 322,4012,2026-02-08 19:25:06.123
7967,Login_History,10838,INSERT,Old value sample 595,New value sample -862,7216,2026-02-08 19:25:06.133
7968,Login_History,1063,INSERT,Old value sample 1,New value sample 843,5748,2026-02-08 19:25:06.147
7969,Transactions,9420,DELETE,Old value sample -419,New value sample 162,3404,2026-02-08 19:25:06.153
7970,Users,9259,UPDATE,Old value sample 659,New value sample 79,9726,2026-02-08 19:25:06.163
7971,Merchants,4103,UPDATE,Old value sample -661,New value sample -533,553,2026-02-08 19:25:06.170
7972,Login_History,17237,UPDATE,Old value sample 43,New value sample -227,2984,2026-02-08 19:25:06.180
7973,Users,4079,UPDATE,Old value sample 573,New value sample 149,7485,2026-02-08 19:25:06.190
7974,Accounts,21745,UPDATE,Old value sample 840,New value sample 887,9019,2026-02-08 19:25:06.197
7975,Login_History,7573,DELETE,Old value sample -559,New value sample -679,6870,2026-02-08 19:25:06.210
7976,Fraud_Alerts,3280,DELETE,Old value sample 901,New value sample -169,3402,2026-02-08 19:25:06.217
7977,Accounts,11460,DELETE,Old value sample 991,New value sample -331,84,2026-02-08 19:25:06.223
7978,Login_History,3660,INSERT,Old value sample -184,New value sample 820,5276,2026-02-08 19:25:06.237
7979,Accounts,18554,DELETE,Old value sample -546,New value sample 169,9442,2026-02-08 19:25:06.243
7980,Fraud_Alerts,228,UPDATE,Old value sample 568,New value sample -470,1977,2026-02-08 19:25:06.253
7981,Accounts,16303,UPDATE,Old value sample 768,New value sample 284,8246,2026-02-08 19:25:06.260
7982,Devices,918,DELETE,Old value sample -29,New value sample 104,860,2026-02-08 19:25:06.267
7983,Fraud_Alerts,1068,DELETE,Old value sample -881,New value sample -903,791,2026-02-08 19:25:06.273
7984,Merchants,65,DELETE,Old value sample 51,New value sample 213,1947,2026-02-08 19:25:06.280
7985,Fraud_Alerts,7305,INSERT,Old value sample -695,New value sample 598,4267,2026-02-08 19:25:06.287
7986,Accounts,22305,DELETE,Old value sample 122,New value sample -360,1754,2026-02-08 19:25:06.297
7987,Merchants,2365,UPDATE,Old value sample -696,New value sample 613,3494,2026-02-08 19:25:06.303
7988,Transactions,5481,UPDATE,Old value sample 347,New value sample 891,6393,2026-02-08 19:25:06.310
7989,Merchants,4054,INSERT,Old value sample 24,New value sample -478,4772,2026-02-08 19:25:06.317
7990,Fraud_Alerts,3268,DELETE,Old value sample -466,New value sample 377,1340,2026-02-08 19:25:06.323
7991,Merchants,282,INSERT,Old value sample -5,New value sample -429,6465,2026-02-08 19:25:06.330
7992,Accounts,14153,DELETE,Old value sample 577,New value sample -74,4913,2026-02-08 19:25:06.340
7993,Merchants,2538,UPDATE,Old value sample -467,New value sample -672,7362,2026-02-08 19:25:06.347
7994,Fraud_Alerts,4995,UPDATE,Old value sample 795,New value sample -671,7076,2026-02-08 19:25:06.353
7995,Fraud_Alerts,5302,DELETE,Old value sample -295,New value sample -135,9281,2026-02-08 19:25:06.363
7996,Transactions,5292,UPDATE,Old value sample 588,New value sample 112,2653,2026-02-08 19:25:06.370
7997,Users,6324,INSERT,Old value sample -839,New value sample 648,1915,2026-02-08 19:25:06.380
7998,Devices,583,INSERT,Old value sample -794,New value sample 327,1269,2026-02-08 19:25:06.387
7999,Devices,61,INSERT,Old value sample 201,New value sample -137,6606,2026-02-08 19:25:06.393
8000,Users,7521,UPDATE,Old value sample -469,New value sample 246,2524,2026-02-08 19:25:06.403
8001,Accounts,15813,DELETE,Old value sample -670,New value sample -357,9998,2026-02-08 19:25:06.413
8002,Accounts,14150,DELETE,Old value sample -207,New value sample -531,3486,2026-02-08 19:25:06.423
8003,Accounts,21996,UPDATE,Old value sample 637,New value sample 176,956,2026-02-08 19:25:06.430
8004,Merchants,1,UPDATE,Old value sample -474,New value sample 929,8823,2026-02-08 19:25:06.440
8005,Devices,3168,INSERT,Old value sample 401,New value sample 75,2065,2026-02-08 19:25:06.447
8006,Devices,878,UPDATE,Old value sample -825,New value sample -689,6234,2026-02-08 19:25:06.453
8007,Users,524,UPDATE,Old value sample 786,New value sample 360,4191,2026-02-08 19:25:06.463
8008,Fraud_Alerts,3212,DELETE,Old value sample -660,New value sample 683,4284,2026-02-08 19:25:06.470
8009,Transactions,4314,DELETE,Old value sample 747,New value sample -29,3367,2026-02-08 19:25:06.480
8010,Transactions,2817,UPDATE,Old value sample 242,New value sample 538,8563,2026-02-08 19:25:06.490
8011,Transactions,354,INSERT,Old value sample -242,New value sample 713,8511,2026-02-08 19:25:06.497
8012,Login_History,19594,DELETE,Old value sample 736,New value sample 558,2825,2026-02-08 19:25:06.510
8013,Devices,2642,DELETE,Old value sample -54,New value sample 143,6440,2026-02-08 19:25:06.513
8014,Login_History,11290,DELETE,Old value sample -677,New value sample -892,8148,2026-02-08 19:25:06.527
8015,Fraud_Alerts,6415,UPDATE,Old value sample 348,New value sample -420,5294,2026-02-08 19:25:06.533
8016,Login_History,5057,INSERT,Old value sample -910,New value sample -555,9452,2026-02-08 19:25:06.543
8017,Transactions,6571,INSERT,Old value sample 829,New value sample 40,8671,2026-02-08 19:25:06.553
8018,Devices,2112,DELETE,Old value sample -103,New value sample -326,8548,2026-02-08 19:25:06.560
8019,Fraud_Alerts,1838,UPDATE,Old value sample -352,New value sample 382,8562,2026-02-08 19:25:06.570
8020,Merchants,3150,DELETE,Old value sample 197,New value sample 701,522,2026-02-08 19:25:06.577
8021,Merchants,12,INSERT,Old value sample -222,New value sample -979,8945,2026-02-08 19:25:06.580
8022,Devices,706,INSERT,Old value sample -241,New value sample 805,7365,2026-02-08 19:25:06.590
8023,Devices,1226,INSERT,Old value sample 275,New value sample 686,973,2026-02-08 19:25:06.597
8024,Transactions,8221,DELETE,Old value sample -304,New value sample 662,9814,2026-02-08 19:25:06.607
8025,Fraud_Alerts,3873,INSERT,Old value sample 678,New value sample -211,2144,2026-02-08 19:25:06.613
8026,Fraud_Alerts,6034,DELETE,Old value sample 388,New value sample -324,6219,2026-02-08 19:25:06.620
8027,Fraud_Alerts,7524,UPDATE,Old value sample 146,New value sample -918,8480,2026-02-08 19:25:06.627
8028,Transactions,8687,INSERT,Old value sample -246,New value sample 287,5489,2026-02-08 19:25:06.640
8029,Devices,3284,UPDATE,Old value sample -947,New value sample 81,9877,2026-02-08 19:25:06.647
8030,Devices,3495,DELETE,Old value sample -732,New value sample -618,6882,2026-02-08 19:25:06.653
8031,Login_History,10034,UPDATE,Old value sample 170,New value sample 877,4337,2026-02-08 19:25:06.670
8032,Merchants,2455,UPDATE,Old value sample -905,New value sample -635,7677,2026-02-08 19:25:06.677
8033,Users,159,UPDATE,Old value sample -997,New value sample -980,7431,2026-02-08 19:25:06.687
8034,Login_History,18813,INSERT,Old value sample 574,New value sample -157,5487,2026-02-08 19:25:06.700
8035,Devices,1946,DELETE,Old value sample -194,New value sample -25,3258,2026-02-08 19:25:06.707
8036,Users,4214,UPDATE,Old value sample -996,New value sample -626,3685,2026-02-08 19:25:06.717
8037,Users,3702,DELETE,Old value sample 579,New value sample -528,3829,2026-02-08 19:25:06.727
8038,Fraud_Alerts,4340,DELETE,Old value sample 677,New value sample -787,6351,2026-02-08 19:25:06.737
8039,Accounts,18379,UPDATE,Old value sample 252,New value sample -680,1159,2026-02-08 19:25:06.747
8040,Merchants,2264,INSERT,Old value sample 392,New value sample -724,6456,2026-02-08 19:25:06.753
8041,Users,829,INSERT,Old value sample -472,New value sample 230,4410,2026-02-08 19:25:06.760
8042,Merchants,3791,DELETE,Old value sample -817,New value sample -395,4079,2026-02-08 19:25:06.770
8043,Login_History,8731,UPDATE,Old value sample 523,New value sample 168,8300,2026-02-08 19:25:06.780
8044,Merchants,1007,DELETE,Old value sample -723,New value sample 55,8379,2026-02-08 19:25:06.790
8045,Accounts,22132,DELETE,Old value sample 826,New value sample -477,7014,2026-02-08 19:25:06.797
8046,Users,5698,INSERT,Old value sample 940,New value sample 352,5989,2026-02-08 19:25:06.807
8047,Login_History,18211,INSERT,Old value sample -744,New value sample 977,564,2026-02-08 19:25:06.817
8048,Fraud_Alerts,1256,INSERT,Old value sample 56,New value sample -132,8734,2026-02-08 19:25:06.823
8049,Fraud_Alerts,7588,INSERT,Old value sample 734,New value sample -679,8461,2026-02-08 19:25:06.830
8050,Fraud_Alerts,4875,INSERT,Old value sample 437,New value sample 792,3267,2026-02-08 19:25:06.837
8051,Transactions,2730,DELETE,Old value sample -987,New value sample 357,6671,2026-02-08 19:25:06.843
8052,Merchants,2745,INSERT,Old value sample -22,New value sample -874,5555,2026-02-08 19:25:06.850
8053,Fraud_Alerts,680,DELETE,Old value sample 965,New value sample 194,3324,2026-02-08 19:25:06.857
8054,Accounts,19582,UPDATE,Old value sample -680,New value sample 104,580,2026-02-08 19:25:06.863
8055,Accounts,22280,DELETE,Old value sample -488,New value sample 910,7912,2026-02-08 19:25:06.870
8056,Devices,311,DELETE,Old value sample 108,New value sample -807,9176,2026-02-08 19:25:06.877
8057,Accounts,16760,UPDATE,Old value sample -766,New value sample -625,5263,2026-02-08 19:25:06.883
8058,Login_History,15525,INSERT,Old value sample 237,New value sample -734,6086,2026-02-08 19:25:06.897
8059,Devices,2043,DELETE,Old value sample -135,New value sample 765,5920,2026-02-08 19:25:06.900
8060,Login_History,1669,DELETE,Old value sample 443,New value sample -620,8408,2026-02-08 19:25:06.910
8061,Merchants,3657,DELETE,Old value sample 356,New value sample 945,6115,2026-02-08 19:25:06.917
8062,Merchants,3673,UPDATE,Old value sample -318,New value sample 294,9016,2026-02-08 19:25:06.923
8063,Transactions,7246,UPDATE,Old value sample -170,New value sample -755,1764,2026-02-08 19:25:06.930
8064,Transactions,1530,UPDATE,Old value sample 691,New value sample -282,4737,2026-02-08 19:25:06.940
8065,Login_History,172,INSERT,Old value sample -539,New value sample -894,7711,2026-02-08 19:25:06.950
8066,Devices,1071,DELETE,Old value sample -296,New value sample 464,4254,2026-02-08 19:25:06.953
8067,Devices,3199,UPDATE,Old value sample 398,New value sample 12,2957,2026-02-08 19:25:06.960
8068,Accounts,16048,UPDATE,Old value sample -205,New value sample -451,4171,2026-02-08 19:25:06.967
8069,Users,1765,INSERT,Old value sample 943,New value sample -69,7170,2026-02-08 19:25:06.973
8070,Devices,3112,DELETE,Old value sample 252,New value sample -575,1783,2026-02-08 19:25:06.980
8071,Users,1507,INSERT,Old value sample -575,New value sample -301,4463,2026-02-08 19:25:06.987
8072,Users,8586,INSERT,Old value sample -934,New value sample 174,5458,2026-02-08 19:25:06.993
8073,Users,1317,INSERT,Old value sample -959,New value sample 784,7631,2026-02-08 19:25:07.007
8074,Login_History,8993,INSERT,Old value sample 539,New value sample -171,6569,2026-02-08 19:25:07.017
8075,Login_History,9169,INSERT,Old value sample 290,New value sample 72,4567,2026-02-08 19:25:07.027
8076,Login_History,3486,UPDATE,Old value sample 667,New value sample 48,6169,2026-02-08 19:25:07.037
8077,Transactions,2425,UPDATE,Old value sample 18,New value sample 782,813,2026-02-08 19:25:07.043
8078,Accounts,16502,DELETE,Old value sample -122,New value sample 819,8311,2026-02-08 19:25:07.050
8079,Fraud_Alerts,7876,DELETE,Old value sample -429,New value sample 371,861,2026-02-08 19:25:07.057
8080,Users,3434,INSERT,Old value sample -730,New value sample 158,8528,2026-02-08 19:25:07.067
8081,Transactions,811,INSERT,Old value sample -647,New value sample -449,1815,2026-02-08 19:25:07.070
8082,Login_History,5805,DELETE,Old value sample -460,New value sample 529,7867,2026-02-08 19:25:07.080
8083,Users,8582,INSERT,Old value sample -220,New value sample 776,5979,2026-02-08 19:25:07.090
8084,Login_History,17289,INSERT,Old value sample -856,New value sample -616,4814,2026-02-08 19:25:07.097
8085,Accounts,19033,INSERT,Old value sample -27,New value sample -250,6018,2026-02-08 19:25:07.103
8086,Users,4440,DELETE,Old value sample 857,New value sample -27,3491,2026-02-08 19:25:07.110
8087,Devices,1624,DELETE,Old value sample -143,New value sample -987,4120,2026-02-08 19:25:07.117
8088,Transactions,4312,DELETE,Old value sample -961,New value sample -141,2978,2026-02-08 19:25:07.123
8089,Accounts,23596,UPDATE,Old value sample 51,New value sample -900,2310,2026-02-08 19:25:07.130
8090,Merchants,1625,DELETE,Old value sample -911,New value sample -853,8356,2026-02-08 19:25:07.140
8091,Login_History,17072,DELETE,Old value sample 304,New value sample 627,1127,2026-02-08 19:25:07.153
8092,Accounts,20985,UPDATE,Old value sample 0,New value sample -495,4515,2026-02-08 19:25:07.163
8093,Transactions,3121,UPDATE,Old value sample 333,New value sample 360,5774,2026-02-08 19:25:07.173
8094,Fraud_Alerts,1412,DELETE,Old value sample 495,New value sample 357,8346,2026-02-08 19:25:07.180
8095,Merchants,396,INSERT,Old value sample -63,New value sample -848,6556,2026-02-08 19:25:07.190
8096,Login_History,8689,UPDATE,Old value sample -889,New value sample -214,416,2026-02-08 19:25:07.200
8097,Users,9500,UPDATE,Old value sample -967,New value sample -121,1995,2026-02-08 19:25:07.210
8098,Devices,820,UPDATE,Old value sample 544,New value sample 957,8344,2026-02-08 19:25:07.217
8099,Transactions,8989,UPDATE,Old value sample 732,New value sample -811,4086,2026-02-08 19:25:07.223
8100,Devices,4445,DELETE,Old value sample -354,New value sample 65,3400,2026-02-08 19:25:07.230
8101,Merchants,4050,INSERT,Old value sample -117,New value sample -214,8581,2026-02-08 19:25:07.240
8102,Merchants,2781,INSERT,Old value sample -686,New value sample 608,934,2026-02-08 19:25:07.243
8103,Transactions,3647,UPDATE,Old value sample -80,New value sample -220,3646,2026-02-08 19:25:07.253
8104,Fraud_Alerts,2246,UPDATE,Old value sample -251,New value sample -778,954,2026-02-08 19:25:07.260
8105,Login_History,1935,INSERT,Old value sample -426,New value sample -127,5713,2026-02-08 19:25:07.273
8106,Fraud_Alerts,842,UPDATE,Old value sample 26,New value sample 876,2554,2026-02-08 19:25:07.280
8107,Devices,1672,UPDATE,Old value sample -201,New value sample 213,3298,2026-02-08 19:25:07.287
8108,Users,3990,INSERT,Old value sample 100,New value sample 814,2359,2026-02-08 19:25:07.297
8109,Login_History,6832,INSERT,Old value sample 302,New value sample -212,2016,2026-02-08 19:25:07.310
8110,Transactions,6167,DELETE,Old value sample -507,New value sample 702,6548,2026-02-08 19:25:07.320
8111,Accounts,14642,INSERT,Old value sample -793,New value sample -320,1075,2026-02-08 19:25:07.327
8112,Login_History,7309,DELETE,Old value sample 56,New value sample -606,1038,2026-02-08 19:25:07.340
8113,Accounts,22356,DELETE,Old value sample 281,New value sample -885,5620,2026-02-08 19:25:07.350
8114,Merchants,1544,UPDATE,Old value sample 943,New value sample 104,5716,2026-02-08 19:25:07.357
8115,Accounts,13722,DELETE,Old value sample -600,New value sample -129,4285,2026-02-08 19:25:07.367
8116,Accounts,20846,UPDATE,Old value sample 760,New value sample -894,8575,2026-02-08 19:25:07.373
8117,Merchants,320,DELETE,Old value sample 653,New value sample 378,3844,2026-02-08 19:25:07.380
8118,Transactions,8527,INSERT,Old value sample -509,New value sample -710,4072,2026-02-08 19:25:07.390
8119,Merchants,1753,UPDATE,Old value sample 345,New value sample -612,6793,2026-02-08 19:25:07.397
8120,Accounts,10765,DELETE,Old value sample 871,New value sample 745,4758,2026-02-08 19:25:07.403
8121,Devices,641,DELETE,Old value sample -886,New value sample 678,7484,2026-02-08 19:25:07.413
8122,Transactions,1578,INSERT,Old value sample -722,New value sample 638,4540,2026-02-08 19:25:07.420
8123,Fraud_Alerts,5865,DELETE,Old value sample 301,New value sample 312,1520,2026-02-08 19:25:07.430
8124,Transactions,9670,UPDATE,Old value sample -350,New value sample -842,9936,2026-02-08 19:25:07.437
8125,Transactions,6181,INSERT,Old value sample -334,New value sample 590,5014,2026-02-08 19:25:07.447
8126,Accounts,20014,INSERT,Old value sample -875,New value sample 232,607,2026-02-08 19:25:07.453
8127,Login_History,2080,INSERT,Old value sample -879,New value sample 406,5759,2026-02-08 19:25:07.467
8128,Accounts,12699,DELETE,Old value sample 932,New value sample -547,6510,2026-02-08 19:25:07.477
8129,Devices,153,INSERT,Old value sample -171,New value sample -384,7592,2026-02-08 19:25:07.483
8130,Accounts,18044,UPDATE,Old value sample 26,New value sample -35,5393,2026-02-08 19:25:07.493
8131,Login_History,9717,INSERT,Old value sample -334,New value sample -701,208,2026-02-08 19:25:07.503
8132,Fraud_Alerts,6320,UPDATE,Old value sample 43,New value sample 473,3822,2026-02-08 19:25:07.510
8133,Fraud_Alerts,6173,INSERT,Old value sample -377,New value sample -46,7925,2026-02-08 19:25:07.520
8134,Accounts,20032,UPDATE,Old value sample 574,New value sample 684,2157,2026-02-08 19:25:07.527
8135,Devices,4533,DELETE,Old value sample -884,New value sample 510,511,2026-02-08 19:25:07.533
8136,Users,7952,DELETE,Old value sample -899,New value sample -960,170,2026-02-08 19:25:07.540
8137,Fraud_Alerts,4933,DELETE,Old value sample -107,New value sample -892,1142,2026-02-08 19:25:07.547
8138,Devices,798,INSERT,Old value sample -351,New value sample -741,6013,2026-02-08 19:25:07.553
8139,Devices,3839,UPDATE,Old value sample -656,New value sample -917,7806,2026-02-08 19:25:07.560
8140,Users,4049,DELETE,Old value sample 526,New value sample -817,8604,2026-02-08 19:25:07.570
8141,Login_History,16304,INSERT,Old value sample 63,New value sample 88,25,2026-02-08 19:25:07.580
8142,Accounts,20572,INSERT,Old value sample -386,New value sample 699,6490,2026-02-08 19:25:07.590
8143,Login_History,16918,UPDATE,Old value sample -432,New value sample 839,7277,2026-02-08 19:25:07.603
8144,Merchants,2474,DELETE,Old value sample 350,New value sample -839,3184,2026-02-08 19:25:07.610
8145,Accounts,20920,DELETE,Old value sample -510,New value sample -22,6773,2026-02-08 19:25:07.617
8146,Transactions,8738,UPDATE,Old value sample -673,New value sample -314,1514,2026-02-08 19:25:07.627
8147,Accounts,19441,INSERT,Old value sample 602,New value sample -468,6515,2026-02-08 19:25:07.633
8148,Login_History,13055,INSERT,Old value sample -325,New value sample 189,1096,2026-02-08 19:25:07.647
8149,Transactions,5796,UPDATE,Old value sample 861,New value sample -538,9534,2026-02-08 19:25:07.653
8150,Merchants,772,DELETE,Old value sample -136,New value sample 379,2675,2026-02-08 19:25:07.660
8151,Devices,408,DELETE,Old value sample -632,New value sample 567,4156,2026-02-08 19:25:07.670
8152,Accounts,18040,INSERT,Old value sample -886,New value sample -140,1165,2026-02-08 19:25:07.677
8153,Fraud_Alerts,6560,INSERT,Old value sample 802,New value sample 476,9710,2026-02-08 19:25:07.683
8154,Devices,453,UPDATE,Old value sample -975,New value sample -608,3797,2026-02-08 19:25:07.690
8155,Merchants,22,INSERT,Old value sample -722,New value sample 719,5553,2026-02-08 19:25:07.697
8156,Transactions,560,INSERT,Old value sample -249,New value sample -492,6818,2026-02-08 19:25:07.707
8157,Users,1557,UPDATE,Old value sample 439,New value sample 282,6675,2026-02-08 19:25:07.713
8158,Users,3271,DELETE,Old value sample 201,New value sample 700,1903,2026-02-08 19:25:07.723
8159,Devices,947,INSERT,Old value sample -566,New value sample -474,428,2026-02-08 19:25:07.730
8160,Accounts,19109,INSERT,Old value sample 336,New value sample -233,2111,2026-02-08 19:25:07.743
8161,Fraud_Alerts,2453,INSERT,Old value sample 689,New value sample 910,2531,2026-02-08 19:25:07.750
8162,Devices,4917,UPDATE,Old value sample -87,New value sample -332,6510,2026-02-08 19:25:07.757
8163,Fraud_Alerts,2025,INSERT,Old value sample -898,New value sample 425,4329,2026-02-08 19:25:07.767
8164,Devices,694,UPDATE,Old value sample -536,New value sample 716,5099,2026-02-08 19:25:07.773
8165,Transactions,8029,INSERT,Old value sample 77,New value sample 675,4233,2026-02-08 19:25:07.783
8166,Merchants,2613,UPDATE,Old value sample -254,New value sample 549,5943,2026-02-08 19:25:07.790
8167,Login_History,11120,DELETE,Old value sample 368,New value sample 26,4148,2026-02-08 19:25:07.803
8168,Users,6595,UPDATE,Old value sample -670,New value sample -118,5232,2026-02-08 19:25:07.810
8169,Merchants,184,INSERT,Old value sample -592,New value sample 146,9846,2026-02-08 19:25:07.820
8170,Login_History,14288,DELETE,Old value sample -185,New value sample 493,5542,2026-02-08 19:25:07.830
8171,Accounts,17043,INSERT,Old value sample -389,New value sample -150,7480,2026-02-08 19:25:07.840
8172,Merchants,1799,INSERT,Old value sample 211,New value sample -978,6249,2026-02-08 19:25:07.850
8173,Devices,4311,DELETE,Old value sample -335,New value sample 892,5636,2026-02-08 19:25:07.857
8174,Merchants,2502,INSERT,Old value sample 356,New value sample 11,9961,2026-02-08 19:25:07.860
8175,Login_History,2105,INSERT,Old value sample -856,New value sample -450,9683,2026-02-08 19:25:07.873
8176,Login_History,11149,UPDATE,Old value sample -96,New value sample 565,175,2026-02-08 19:25:07.883
8177,Merchants,1696,UPDATE,Old value sample -825,New value sample 195,3659,2026-02-08 19:25:07.890
8178,Users,9738,INSERT,Old value sample -97,New value sample -603,1479,2026-02-08 19:25:07.897
8179,Accounts,22074,INSERT,Old value sample 784,New value sample -555,1920,2026-02-08 19:25:07.903
8180,Devices,3454,INSERT,Old value sample 742,New value sample -975,9285,2026-02-08 19:25:07.910
8181,Accounts,6865,DELETE,Old value sample -474,New value sample 928,101,2026-02-08 19:25:07.917
8182,Accounts,15152,DELETE,Old value sample -495,New value sample 669,4459,2026-02-08 19:25:07.927
8183,Login_History,11244,UPDATE,Old value sample -932,New value sample -197,8858,2026-02-08 19:25:07.937
8184,Login_History,1026,DELETE,Old value sample -192,New value sample -450,2362,2026-02-08 19:25:07.947
8185,Users,194,DELETE,Old value sample -953,New value sample 632,2610,2026-02-08 19:25:07.953
8186,Users,3466,INSERT,Old value sample -189,New value sample 549,814,2026-02-08 19:25:07.960
8187,Accounts,21138,INSERT,Old value sample 757,New value sample -961,7616,2026-02-08 19:25:07.970
8188,Transactions,3164,DELETE,Old value sample -847,New value sample -424,1673,2026-02-08 19:25:07.977
8189,Users,3355,UPDATE,Old value sample 898,New value sample -716,7643,2026-02-08 19:25:07.983
8190,Users,3865,INSERT,Old value sample 989,New value sample 366,5865,2026-02-08 19:25:07.990
8191,Devices,1942,UPDATE,Old value sample -262,New value sample 812,85,2026-02-08 19:25:07.997
8192,Transactions,4998,UPDATE,Old value sample 370,New value sample -487,720,2026-02-08 19:25:08.010
8193,Merchants,3418,DELETE,Old value sample 347,New value sample 899,5529,2026-02-08 19:25:08.013
8194,Fraud_Alerts,403,UPDATE,Old value sample -122,New value sample 739,3366,2026-02-08 19:25:08.020
8195,Login_History,16665,DELETE,Old value sample 811,New value sample 314,6422,2026-02-08 19:25:08.030
8196,Transactions,6244,UPDATE,Old value sample -30,New value sample 656,3844,2026-02-08 19:25:08.037
8197,Devices,868,INSERT,Old value sample -342,New value sample -386,1141,2026-02-08 19:25:08.043
8198,Fraud_Alerts,2551,INSERT,Old value sample -768,New value sample -826,9460,2026-02-08 19:25:08.050
8199,Accounts,20982,DELETE,Old value sample -269,New value sample -629,9745,2026-02-08 19:25:08.057
8200,Fraud_Alerts,5934,DELETE,Old value sample -156,New value sample -12,3283,2026-02-08 19:25:08.063
8201,Devices,1819,DELETE,Old value sample 615,New value sample -598,3036,2026-02-08 19:25:08.067
8202,Login_History,7699,INSERT,Old value sample 521,New value sample -368,6625,2026-02-08 19:25:08.077
8203,Fraud_Alerts,2535,UPDATE,Old value sample -247,New value sample 723,8766,2026-02-08 19:25:08.083
8204,Accounts,18758,INSERT,Old value sample 274,New value sample 590,5554,2026-02-08 19:25:08.090
8205,Devices,3022,DELETE,Old value sample -992,New value sample 267,6761,2026-02-08 19:25:08.097
8206,Devices,59,UPDATE,Old value sample 413,New value sample 917,5888,2026-02-08 19:25:08.100
8207,Fraud_Alerts,450,DELETE,Old value sample 233,New value sample -699,3646,2026-02-08 19:25:08.110
8208,Login_History,7131,INSERT,Old value sample 533,New value sample 364,8927,2026-02-08 19:25:08.120
8209,Accounts,21211,DELETE,Old value sample 146,New value sample -182,1454,2026-02-08 19:25:08.127
