profile_id,user_id,avg_transaction_amount,avg_daily_transactions,common_country,usual_login_hour,risk_pattern_score,last_updated
8444,918,5485.94,0.01,UK,21,47,2026-02-08 19:22:20.303
8445,205,130.59,0.00,UK,21,54,2026-02-08 19:22:20.330
8446,2223,395.97,0.00,Kosove,7,42,2026-02-08 19:22:20.350
8447,1880,4982.25,0.01,UK,23,96,2026-02-08 19:22:20.377
8448,7778,4825.30,0.01,Germany,15,40,2026-02-08 19:22:20.403
8449,2389,661.32,0.00,UK,20,24,2026-02-08 19:22:20.427
8450,9353,980.50,0.00,Shqipëri,16,42,2026-02-08 19:22:20.450
8451,7640,801.38,0.00,Shqipëri,16,37,2026-02-08 19:22:20.477
8452,860,505.94,0.00,Kosove,22,81,2026-02-08 19:22:20.493
8453,1169,298.21,0.00,Kosove,22,32,2026-02-08 19:22:20.517
8454,1800,4351.84,0.00,Germany,23,74,2026-02-08 19:22:20.537
8455,6570,233.93,1.00,Shqipëri,21,64,2026-02-08 19:22:20.563
8456,4115,414.25,0.00,UK,18,41,2026-02-08 19:22:20.587
8457,1818,8195.60,0.01,Shqipëri,10,14,2026-02-08 19:22:20.610
8458,2074,9571.48,1.00,Shqipëri,15,41,2026-02-08 19:22:20.633
8459,2196,11.09,0.00,UK,10,57,2026-02-08 19:22:20.647
8460,3885,171.82,0.00,Kosove,5,98,2026-02-08 19:22:20.660
8461,3857,7264.29,1.00,USA,19,70,2026-02-08 19:22:20.687
8462,9511,312.02,0.00,Shqipëri,8,59,2026-02-08 19:22:20.710
8463,4129,5658.80,0.00,USA,4,21,2026-02-08 19:22:20.733
8464,7127,405.59,0.00,UK,23,93,2026-02-08 19:22:20.753
8465,4384,453.35,0.00,USA,5,58,2026-02-08 19:22:20.770
8466,3540,4301.38,0.00,USA,5,28,2026-02-08 19:22:20.797
8467,2419,7694.77,0.00,UK,9,32,2026-02-08 19:22:20.813
8468,6599,2629.46,0.01,Shqipëri,0,23,2026-02-08 19:22:20.830
8469,4228,6109.46,1.00,Kosove,8,71,2026-02-08 19:22:20.850
8470,9848,820.13,0.00,USA,21,59,2026-02-08 19:22:20.863
8471,1631,4784.90,1.00,Kosove,13,44,2026-02-08 19:22:20.880
8472,3212,443.77,0.00,Kosove,13,40,2026-02-08 19:22:20.897
8473,4700,5393.50,1.00,USA,17,86,2026-02-08 19:22:20.913
8474,307,161.62,0.00,Shqipëri,23,36,2026-02-08 19:22:20.927
8475,5222,8.47,0.00,USA,5,35,2026-02-08 19:22:20.947
8476,7200,9794.65,1.00,Shqipëri,17,91,2026-02-08 19:22:20.967
8477,9108,4653.95,0.01,Germany,20,4,2026-02-08 19:22:20.987
8478,2551,3662.69,1.00,Germany,2,23,2026-02-08 19:22:21.010
8479,9878,458.62,0.00,Shqipëri,12,17,2026-02-08 19:22:21.040
8480,9623,891.22,0.00,Kosove,19,80,2026-02-08 19:22:21.060
8481,8056,961.73,0.00,Kosove,19,34,2026-02-08 19:22:21.073
8482,392,333.83,0.00,USA,2,54,2026-02-08 19:22:21.117
8483,3022,5.27,0.00,Kosove,6,7,2026-02-08 19:22:21.160
8484,508,985.49,0.00,Shqipëri,6,82,2026-02-08 19:22:21.190
8485,9390,1813.82,1.00,Kosove,5,55,2026-02-08 19:22:21.210
8486,3028,6465.71,0.17,USA,19,15,2026-02-08 19:22:21.230
8487,3332,428.71,0.00,USA,19,63,2026-02-08 19:22:21.250
8488,8614,189.56,0.00,Shqipëri,1,9,2026-02-08 19:22:21.270
8489,4245,900.14,0.00,Shqipëri,22,27,2026-02-08 19:22:21.287
8490,327,993.18,0.00,UK,3,53,2026-02-08 19:22:21.300
8491,3225,629.35,0.00,Shqipëri,0,63,2026-02-08 19:22:21.313
8492,6656,853.08,0.00,USA,19,86,2026-02-08 19:22:21.327
8493,4852,140.52,0.00,USA,19,36,2026-02-08 19:22:21.343
8494,3688,545.45,0.00,Shqipëri,3,49,2026-02-08 19:22:21.357
8495,1612,5570.66,0.02,USA,10,88,2026-02-08 19:22:21.373
8496,8122,3643.07,0.01,UK,1,35,2026-02-08 19:22:21.393
8497,8021,5982.70,1.00,UK,21,49,2026-02-08 19:22:21.410
8498,6401,5719.23,1.00,Kosove,18,15,2026-02-08 19:22:21.430
8499,2438,6050.48,1.00,Shqipëri,2,51,2026-02-08 19:22:21.447
8500,5511,699.08,0.00,Germany,19,48,2026-02-08 19:22:21.463
8501,9258,7922.91,1.00,UK,7,41,2026-02-08 19:22:21.480
8502,9593,1648.24,0.01,Kosove,6,54,2026-02-08 19:22:21.497
8503,8368,370.74,0.00,Shqipëri,16,90,2026-02-08 19:22:21.510
8504,6051,978.47,0.00,Shqipëri,4,73,2026-02-08 19:22:21.527
8505,4931,547.35,0.00,USA,10,31,2026-02-08 19:22:21.537
8506,4275,933.65,0.00,Kosove,7,41,2026-02-08 19:22:21.547
8507,9925,814.69,0.00,Kosove,4,16,2026-02-08 19:22:21.557
8508,4130,5281.04,1.00,USA,3,95,2026-02-08 19:22:21.577
8509,9832,803.81,0.00,UK,1,88,2026-02-08 19:22:21.590
8510,553,654.68,0.00,Shqipëri,16,73,2026-02-08 19:22:21.603
8511,3579,4168.75,0.01,UK,8,66,2026-02-08 19:22:21.627
8512,9438,5128.87,0.01,Shqipëri,3,100,2026-02-08 19:22:21.643
8513,2452,6062.22,0.01,Kosove,19,57,2026-02-08 19:22:21.663
8514,5601,639.96,0.00,USA,13,85,2026-02-08 19:22:21.683
8515,3995,331.79,0.00,USA,13,42,2026-02-08 19:22:21.700
8516,2908,7431.03,0.00,UK,1,76,2026-02-08 19:22:21.720
8517,6968,378.22,0.00,Germany,1,31,2026-02-08 19:22:21.733
8518,8334,260.83,0.00,USA,9,1,2026-02-08 19:22:21.753
8519,3960,7036.32,0.01,UK,20,18,2026-02-08 19:22:21.777
8520,2764,477.55,0.00,UK,18,38,2026-02-08 19:22:21.797
8521,5301,8376.11,1.00,UK,22,91,2026-02-08 19:22:21.817
8522,9287,611.33,0.00,UK,4,41,2026-02-08 19:22:21.837
8523,785,2915.62,0.00,USA,23,60,2026-02-08 19:22:21.853
8524,73,142.34,0.00,UK,18,88,2026-02-08 19:22:21.867
8525,4824,455.67,0.00,Kosove,12,35,2026-02-08 19:22:21.887
8526,7491,4267.29,0.01,USA,13,30,2026-02-08 19:22:21.907
8527,3107,5465.94,0.01,UK,14,6,2026-02-08 19:22:21.923
8528,6452,2919.88,1.00,USA,20,83,2026-02-08 19:22:21.943
8529,4418,285.56,0.00,Kosove,9,75,2026-02-08 19:22:21.963
8530,6420,336.83,0.00,UK,2,82,2026-02-08 19:22:21.983
8531,2364,534.52,0.00,Germany,16,68,2026-02-08 19:22:21.997
8532,8110,140.54,0.00,Germany,5,9,2026-02-08 19:22:22.013
8533,9080,4557.08,1.00,Shqipëri,17,8,2026-02-08 19:22:22.033
8534,9688,22.21,0.00,Shqipëri,17,80,2026-02-08 19:22:22.053
8535,3722,784.41,0.00,Shqipëri,16,13,2026-02-08 19:22:22.073
8536,1677,526.16,0.00,Shqipëri,18,10,2026-02-08 19:22:22.093
8537,40,960.16,0.00,Shqipëri,18,45,2026-02-08 19:22:22.110
8538,6765,442.46,0.00,Kosove,18,0,2026-02-08 19:22:22.123
8539,7282,4566.11,0.02,Shqipëri,3,44,2026-02-08 19:22:22.143
8540,8227,107.29,0.00,USA,18,85,2026-02-08 19:22:22.157
8541,2580,1904.11,1.00,USA,18,43,2026-02-08 19:22:22.177
8542,2651,9456.09,1.00,Germany,20,26,2026-02-08 19:22:22.193
8543,360,965.06,0.00,Shqipëri,6,15,2026-02-08 19:22:22.207
8544,3839,63.53,0.00,USA,23,83,2026-02-08 19:22:22.220
8545,6785,331.57,0.00,Germany,16,77,2026-02-08 19:22:22.233
8546,9077,182.85,0.00,Germany,16,99,2026-02-08 19:22:22.247
8547,2956,3904.01,0.01,Germany,16,68,2026-02-08 19:22:22.267
8548,3270,242.59,0.00,Shqipëri,3,35,2026-02-08 19:22:22.290
8549,1523,3983.56,1.00,Shqipëri,0,90,2026-02-08 19:22:22.310
8550,7921,921.85,0.00,Shqipëri,0,41,2026-02-08 19:22:22.327
8551,8217,813.22,0.00,USA,20,18,2026-02-08 19:22:22.347
8552,7722,4926.80,1.00,Shqipëri,22,5,2026-02-08 19:22:22.370
8553,6390,245.94,0.00,Shqipëri,23,28,2026-02-08 19:22:22.383
8554,5992,3776.84,1.00,Kosove,17,5,2026-02-08 19:22:22.400
8555,8509,3903.01,0.01,Kosove,12,80,2026-02-08 19:22:22.420
8556,3381,8350.90,1.00,UK,1,61,2026-02-08 19:22:22.437
8557,8871,573.44,0.00,USA,23,5,2026-02-08 19:22:22.450
8558,1854,713.08,0.00,UK,20,0,2026-02-08 19:22:22.467
8559,1499,282.63,0.00,USA,9,33,2026-02-08 19:22:22.480
8560,2149,7367.58,0.01,Shqipëri,5,100,2026-02-08 19:22:22.503
8561,4095,3568.43,1.00,Shqipëri,10,22,2026-02-08 19:22:22.523
8562,1006,2630.97,1.00,Shqipëri,9,67,2026-02-08 19:22:22.543
8563,7517,5180.80,0.02,UK,2,85,2026-02-08 19:22:22.567
8564,7551,5111.60,0.01,USA,5,78,2026-02-08 19:22:22.583
8565,9482,5360.40,1.00,USA,8,43,2026-02-08 19:22:22.603
8566,2021,712.11,0.00,Kosove,4,74,2026-02-08 19:22:22.617
8567,4752,6426.89,0.03,UK,11,37,2026-02-08 19:22:22.633
8568,6345,974.35,0.00,Germany,17,26,2026-02-08 19:22:22.650
8569,3841,413.16,0.00,USA,4,54,2026-02-08 19:22:22.660
8570,7914,121.65,0.00,UK,8,13,2026-02-08 19:22:22.673
8571,5397,193.63,0.00,Kosove,2,94,2026-02-08 19:22:22.690
8572,2395,3698.27,1.00,Germany,22,66,2026-02-08 19:22:22.707
8573,9680,982.50,0.00,UK,5,64,2026-02-08 19:22:22.720
8574,4921,710.28,0.00,UK,5,68,2026-02-08 19:22:22.730
8575,8931,516.59,0.00,Kosove,10,20,2026-02-08 19:22:22.740
8576,8988,4493.90,0.00,Shqipëri,14,18,2026-02-08 19:22:22.757
8577,3261,2587.64,0.02,UK,13,65,2026-02-08 19:22:22.773
8578,8130,3439.71,1.00,USA,1,69,2026-02-08 19:22:22.790
8579,2762,9214.49,0.01,Kosove,1,26,2026-02-08 19:22:22.807
8580,7172,548.15,0.00,Shqipëri,10,42,2026-02-08 19:22:22.820
8581,6605,6219.85,0.00,UK,12,42,2026-02-08 19:22:22.837
8582,5486,738.37,0.00,UK,12,95,2026-02-08 19:22:22.847
8583,756,7198.44,0.01,Shqipëri,14,76,2026-02-08 19:22:22.863
8584,7000,3388.32,0.01,UK,16,83,2026-02-08 19:22:22.883
8585,427,2955.17,0.02,UK,17,72,2026-02-08 19:22:22.900
8586,9888,336.60,0.00,USA,18,72,2026-02-08 19:22:22.920
8587,5061,5082.07,1.00,Kosove,0,50,2026-02-08 19:22:22.937
8588,8511,221.84,0.00,Shqipëri,8,62,2026-02-08 19:22:22.957
8589,2924,9329.37,1.00,Shqipëri,12,5,2026-02-08 19:22:22.980
8590,6230,21.70,0.00,Germany,16,39,2026-02-08 19:22:22.997
8591,8599,353.49,0.00,Kosove,8,63,2026-02-08 19:22:23.023
8592,7594,416.49,0.00,USA,22,50,2026-02-08 19:22:23.047
8593,3643,509.09,0.00,USA,23,19,2026-02-08 19:22:23.063
8594,5711,509.54,0.00,UK,18,87,2026-02-08 19:22:23.080
8595,6990,766.86,0.00,Shqipëri,2,88,2026-02-08 19:22:23.097
8596,8687,787.60,0.00,Shqipëri,2,15,2026-02-08 19:22:23.110
8597,3388,5122.88,0.00,USA,15,45,2026-02-08 19:22:23.130
8598,7415,2358.88,0.01,Kosove,13,9,2026-02-08 19:22:23.150
8599,6574,972.78,0.00,Kosove,22,90,2026-02-08 19:22:23.167
8600,6579,3927.13,1.00,Kosove,22,85,2026-02-08 19:22:23.187
8601,6274,3380.82,0.01,USA,22,58,2026-02-08 19:22:23.207
8602,5774,56.10,0.00,USA,17,43,2026-02-08 19:22:23.220
8603,3854,3568.19,0.01,Germany,6,14,2026-02-08 19:22:23.243
8604,2346,3582.52,0.01,Germany,6,17,2026-02-08 19:22:23.267
8605,3580,911.59,0.00,Kosove,8,44,2026-02-08 19:22:23.280
8606,3114,4245.64,0.02,USA,10,87,2026-02-08 19:22:23.303
8607,639,6617.18,0.02,USA,22,36,2026-02-08 19:22:23.323
8608,7935,402.81,0.00,UK,17,23,2026-02-08 19:22:23.340
8609,9072,7671.86,1.00,Shqipëri,22,65,2026-02-08 19:22:23.360
8610,9804,2835.19,0.01,Germany,4,73,2026-02-08 19:22:23.380
8611,1778,3901.99,0.01,Germany,23,12,2026-02-08 19:22:23.400
8612,6588,36.54,0.00,Shqipëri,22,74,2026-02-08 19:22:23.413
8613,1090,990.67,0.00,Shqipëri,22,18,2026-02-08 19:22:23.433
8614,6822,994.84,0.00,USA,12,72,2026-02-08 19:22:23.450
8615,165,2118.26,0.01,USA,12,9,2026-02-08 19:22:23.470
8616,7844,9926.08,1.00,Shqipëri,21,69,2026-02-08 19:22:23.490
8617,447,6772.55,0.00,USA,1,88,2026-02-08 19:22:23.510
8618,3137,291.47,0.00,USA,1,1,2026-02-08 19:22:23.530
8619,7300,3974.86,1.00,Shqipëri,12,31,2026-02-08 19:22:23.550
8620,6211,994.09,0.00,UK,15,100,2026-02-08 19:22:23.563
8621,5808,4582.39,0.01,USA,3,8,2026-02-08 19:22:23.587
8622,2708,804.44,0.00,USA,3,97,2026-02-08 19:22:23.600
8623,1923,79.38,0.00,USA,3,51,2026-02-08 19:22:23.620
8624,4709,647.90,0.00,USA,3,81,2026-02-08 19:22:23.633
8625,2483,495.33,0.00,Kosove,3,77,2026-02-08 19:22:23.657
8626,432,316.24,0.00,Kosove,22,50,2026-02-08 19:22:23.670
8627,1999,5351.70,0.01,Germany,16,32,2026-02-08 19:22:23.690
8628,9343,3053.24,1.00,UK,5,30,2026-02-08 19:22:23.713
8629,1691,625.85,0.00,Germany,20,61,2026-02-08 19:22:23.730
8630,9397,7349.24,1.00,USA,3,52,2026-02-08 19:22:23.750
8631,5182,3763.03,0.01,Germany,17,13,2026-02-08 19:22:23.770
8632,3563,6532.12,0.01,Germany,17,63,2026-02-08 19:22:23.793
8633,1309,4208.22,0.01,Kosove,2,22,2026-02-08 19:22:23.813
8634,1556,6447.59,0.01,UK,17,47,2026-02-08 19:22:23.833
8635,8744,7339.35,1.00,USA,13,28,2026-02-08 19:22:23.853
8636,7781,593.30,0.00,Kosove,20,62,2026-02-08 19:22:23.867
8637,4465,637.26,0.00,UK,9,37,2026-02-08 19:22:23.880
8638,6563,495.39,0.00,USA,19,61,2026-02-08 19:22:23.893
8639,682,4552.31,0.01,Shqipëri,15,21,2026-02-08 19:22:23.913
8640,2269,900.32,0.00,Shqipëri,15,22,2026-02-08 19:22:23.927
8641,6817,972.71,0.00,Shqipëri,4,24,2026-02-08 19:22:23.943
8642,1410,556.28,0.00,UK,2,41,2026-02-08 19:22:23.960
8643,376,4073.43,1.00,UK,4,45,2026-02-08 19:22:23.977
8644,4737,199.55,0.00,USA,16,26,2026-02-08 19:22:23.990
8645,5014,135.58,0.00,Germany,0,27,2026-02-08 19:22:24.007
8646,3055,825.02,0.00,Kosove,4,80,2026-02-08 19:22:24.020
8647,173,2849.55,0.01,Shqipëri,9,12,2026-02-08 19:22:24.040
8648,2980,563.83,0.00,USA,15,28,2026-02-08 19:22:24.050
8649,7232,831.94,0.00,Kosove,0,75,2026-02-08 19:22:24.070
8650,6412,279.27,0.00,Kosove,0,20,2026-02-08 19:22:24.083
8651,8952,88.83,0.00,Kosove,4,18,2026-02-08 19:22:24.100
8652,6238,3644.65,1.00,Kosove,4,27,2026-02-08 19:22:24.120
8653,2644,886.31,0.00,Kosove,14,76,2026-02-08 19:22:24.130
8654,6344,7311.83,0.02,UK,5,20,2026-02-08 19:22:24.147
8655,9691,8084.39,1.00,Kosove,15,5,2026-02-08 19:22:24.163
8656,530,72.25,0.00,Shqipëri,20,91,2026-02-08 19:22:24.173
8657,988,1334.07,0.02,Germany,14,4,2026-02-08 19:22:24.197
8658,4192,4705.52,1.00,USA,15,91,2026-02-08 19:22:24.217
8659,801,4859.53,1.00,USA,15,0,2026-02-08 19:22:24.237
8660,6978,407.99,0.00,UK,7,12,2026-02-08 19:22:24.253
8661,8378,265.24,0.00,USA,22,16,2026-02-08 19:22:24.270
8662,3076,1267.96,0.06,USA,22,77,2026-02-08 19:22:24.290
8663,6908,577.07,1.00,Shqipëri,0,68,2026-02-08 19:22:24.310
8664,2328,5587.07,0.00,Kosove,11,22,2026-02-08 19:22:24.330
8665,363,853.91,0.00,UK,19,24,2026-02-08 19:22:24.353
8666,7426,984.19,0.00,UK,17,3,2026-02-08 19:22:24.370
8667,2224,8852.09,1.00,Germany,7,20,2026-02-08 19:22:24.393
8668,7864,9642.91,1.00,Shqipëri,17,88,2026-02-08 19:22:24.413
8669,3340,2091.50,1.00,UK,10,96,2026-02-08 19:22:24.433
8670,1710,2015.27,0.03,USA,12,83,2026-02-08 19:22:24.453
8671,5507,210.50,0.00,USA,12,75,2026-02-08 19:22:24.470
8672,475,3761.56,1.00,Germany,18,16,2026-02-08 19:22:24.490
8673,1394,4454.25,0.00,Shqipëri,8,11,2026-02-08 19:22:24.510
8674,3922,9050.82,1.00,USA,16,91,2026-02-08 19:22:24.530
8675,5431,323.51,1.00,USA,20,100,2026-02-08 19:22:24.550
8676,252,665.81,0.00,Germany,2,59,2026-02-08 19:22:24.567
8677,6982,507.63,0.00,UK,6,32,2026-02-08 19:22:24.580
8678,7884,293.02,0.00,Kosove,20,3,2026-02-08 19:22:24.597
8679,7515,518.72,0.00,Kosove,20,57,2026-02-08 19:22:24.610
8680,6596,9681.15,1.00,UK,17,50,2026-02-08 19:22:24.630
8681,2312,322.42,0.00,Kosove,18,34,2026-02-08 19:22:24.650
8682,1995,6424.98,1.00,USA,1,49,2026-02-08 19:22:24.673
8683,8411,570.37,0.00,USA,13,98,2026-02-08 19:22:24.687
8684,9297,9841.37,1.00,USA,9,76,2026-02-08 19:22:24.710
8685,1267,768.46,0.00,USA,9,77,2026-02-08 19:22:24.723
8686,9379,3562.46,0.01,USA,8,24,2026-02-08 19:22:24.743
8687,9154,526.95,0.00,USA,10,34,2026-02-08 19:22:24.763
8688,3856,2265.57,1.00,Kosove,2,24,2026-02-08 19:22:24.783
8689,7480,607.93,0.00,USA,17,61,2026-02-08 19:22:24.797
8690,4531,612.00,0.00,USA,12,96,2026-02-08 19:22:24.813
8691,6611,750.11,0.00,Kosove,5,58,2026-02-08 19:22:24.830
8692,1339,320.97,0.00,Shqipëri,12,71,2026-02-08 19:22:24.850
8693,1945,770.68,0.00,Shqipëri,9,39,2026-02-08 19:22:24.877
8694,2736,7784.69,1.00,Shqipëri,9,11,2026-02-08 19:22:24.897
8695,3934,354.19,0.00,USA,8,56,2026-02-08 19:22:24.913
8696,6261,9613.16,1.00,Shqipëri,6,79,2026-02-08 19:22:24.933
8697,1427,5240.29,1.00,USA,2,48,2026-02-08 19:22:24.957
8698,4248,566.41,0.00,Shqipëri,4,65,2026-02-08 19:22:24.970
8699,7615,2513.26,1.00,UK,8,30,2026-02-08 19:22:24.997
8700,2846,33.34,0.00,UK,11,20,2026-02-08 19:22:25.023
8701,4567,94.36,0.00,Shqipëri,20,26,2026-02-08 19:22:25.040
8702,588,5626.63,0.01,UK,22,40,2026-02-08 19:22:25.067
8703,7819,5069.39,0.17,Kosove,5,76,2026-02-08 19:22:25.087
8704,8838,2794.76,0.01,Kosove,20,100,2026-02-08 19:22:25.107
8705,5309,15.31,0.00,USA,0,37,2026-02-08 19:22:25.120
8706,7559,2798.85,1.00,USA,0,40,2026-02-08 19:22:25.140
8707,3230,924.69,0.00,USA,20,82,2026-02-08 19:22:25.150
8708,554,705.96,0.00,Shqipëri,0,5,2026-02-08 19:22:25.170
8709,6846,248.58,0.00,UK,23,37,2026-02-08 19:22:25.183
8710,2051,110.84,0.01,USA,16,68,2026-02-08 19:22:25.200
8711,1996,55.72,0.00,Shqipëri,14,11,2026-02-08 19:22:25.217
8712,2197,561.47,0.00,Shqipëri,1,99,2026-02-08 19:22:25.233
8713,6266,297.48,0.00,Shqipëri,1,0,2026-02-08 19:22:25.250
8714,2320,863.13,0.00,USA,12,81,2026-02-08 19:22:25.267
8715,4936,1010.66,1.00,Shqipëri,10,76,2026-02-08 19:22:25.283
8716,6440,8466.06,1.00,Shqipëri,9,56,2026-02-08 19:22:25.300
8717,5419,1309.15,1.00,Shqipëri,9,58,2026-02-08 19:22:25.320
8718,9479,5989.40,0.01,USA,8,71,2026-02-08 19:22:25.337
8719,1344,567.40,0.00,USA,4,74,2026-02-08 19:22:25.353
8720,455,905.96,0.00,USA,5,57,2026-02-08 19:22:25.370
8721,1065,5713.76,1.00,Kosove,10,10,2026-02-08 19:22:25.390
8722,7720,7606.96,0.01,Germany,22,99,2026-02-08 19:22:25.407
8723,7998,580.34,0.00,Germany,22,82,2026-02-08 19:22:25.417
8724,6044,319.96,0.00,UK,7,0,2026-02-08 19:22:25.433
8725,1481,3260.78,0.01,UK,7,39,2026-02-08 19:22:25.450
8726,4360,954.31,0.00,Shqipëri,6,47,2026-02-08 19:22:25.460
8727,1663,2451.63,1.00,Germany,23,4,2026-02-08 19:22:25.483
8728,8126,54.03,1.00,Germany,23,18,2026-02-08 19:22:25.503
8729,2829,152.85,0.00,Kosove,7,64,2026-02-08 19:22:25.517
8730,16,394.21,0.00,USA,10,73,2026-02-08 19:22:25.540
8731,1891,9793.95,1.00,USA,0,27,2026-02-08 19:22:25.560
8732,4027,535.31,0.00,Germany,20,36,2026-02-08 19:22:25.573
8733,4394,4524.65,0.01,Germany,20,19,2026-02-08 19:22:25.593
8734,4233,7671.86,0.01,Germany,20,73,2026-02-08 19:22:25.610
8735,8639,6318.97,0.01,UK,7,28,2026-02-08 19:22:25.630
8736,1465,1984.73,1.00,USA,23,37,2026-02-08 19:22:25.650
8737,7187,3769.26,0.02,UK,4,13,2026-02-08 19:22:25.667
8738,2472,4545.29,0.15,Shqipëri,15,65,2026-02-08 19:22:25.690
8739,5614,32.96,0.00,Kosove,18,5,2026-02-08 19:22:25.710
8740,3576,5850.16,0.02,Germany,2,2,2026-02-08 19:22:25.730
8741,9033,234.05,0.00,UK,3,80,2026-02-08 19:22:25.750
8742,8732,61.80,0.00,USA,0,33,2026-02-08 19:22:25.770
8743,5337,8.87,0.00,UK,1,62,2026-02-08 19:22:25.783
8744,1726,814.48,0.00,UK,1,68,2026-02-08 19:22:25.797
8745,8270,355.34,0.00,UK,1,31,2026-02-08 19:22:25.810
8746,8079,266.33,0.00,UK,9,53,2026-02-08 19:22:25.830
8747,297,7542.20,1.00,Kosove,19,46,2026-02-08 19:22:25.847
8748,7181,4030.86,1.00,USA,6,43,2026-02-08 19:22:25.867
8749,2625,467.96,0.00,UK,16,82,2026-02-08 19:22:25.880
8750,8016,4858.49,0.01,Kosove,19,89,2026-02-08 19:22:25.900
8751,1983,252.37,0.00,Kosove,19,0,2026-02-08 19:22:25.917
8752,4044,891.37,0.00,UK,17,40,2026-02-08 19:22:25.937
8753,3077,9045.18,1.00,USA,6,14,2026-02-08 19:22:25.957
8754,7599,634.70,0.00,Shqipëri,13,25,2026-02-08 19:22:25.970
8755,179,5075.60,0.01,USA,20,47,2026-02-08 19:22:25.990
8756,7424,5668.38,1.00,USA,20,12,2026-02-08 19:22:26.013
8757,9887,8046.94,1.00,USA,20,29,2026-02-08 19:22:26.033
8758,1424,361.01,0.00,Kosove,13,7,2026-02-08 19:22:26.050
8759,7459,5065.44,0.01,USA,2,46,2026-02-08 19:22:26.070
8760,3858,99.88,0.00,Shqipëri,0,94,2026-02-08 19:22:26.083
8761,2278,444.39,0.00,UK,22,75,2026-02-08 19:22:26.100
8762,9364,7468.44,1.00,UK,22,65,2026-02-08 19:22:26.120
8763,2285,7867.82,1.00,Germany,14,3,2026-02-08 19:22:26.140
8764,4494,6873.28,0.06,UK,22,25,2026-02-08 19:22:26.160
8765,9066,33.77,0.00,UK,22,93,2026-02-08 19:22:26.183
8766,4568,837.04,0.00,Kosove,0,74,2026-02-08 19:22:26.200
8767,4926,519.95,0.00,USA,3,67,2026-02-08 19:22:26.217
8768,5292,3362.97,1.00,Shqipëri,19,17,2026-02-08 19:22:26.240
8769,1711,178.93,0.00,UK,4,15,2026-02-08 19:22:26.253
8770,414,962.22,0.00,Kosove,9,65,2026-02-08 19:22:26.270
8771,3258,568.13,0.00,Kosove,9,55,2026-02-08 19:22:26.290
8772,7642,982.75,0.00,UK,13,6,2026-02-08 19:22:26.303
8773,8459,297.07,0.00,Kosove,23,98,2026-02-08 19:22:26.327
8774,3508,170.21,0.00,UK,22,58,2026-02-08 19:22:26.343
8775,3850,772.05,0.00,Kosove,17,76,2026-02-08 19:22:26.363
8776,2885,72.32,0.00,UK,1,14,2026-02-08 19:22:26.380
8777,3389,2815.81,1.00,Shqipëri,10,93,2026-02-08 19:22:26.397
8778,8047,42.78,0.00,Kosove,8,0,2026-02-08 19:22:26.417
8779,7244,3795.23,0.01,USA,9,0,2026-02-08 19:22:26.433
8780,7883,19.62,0.00,Germany,16,56,2026-02-08 19:22:26.450
8781,3252,216.84,0.00,Germany,14,31,2026-02-08 19:22:26.463
8782,8932,7993.44,1.00,Germany,14,25,2026-02-08 19:22:26.487
8783,6620,468.40,0.00,Germany,14,89,2026-02-08 19:22:26.497
8784,4975,84.34,0.00,Kosove,16,72,2026-02-08 19:22:26.513
8785,1926,315.02,0.00,Kosove,22,39,2026-02-08 19:22:26.530
8786,9248,2912.42,0.01,Kosove,2,73,2026-02-08 19:22:26.547
8787,237,5007.93,0.01,USA,20,40,2026-02-08 19:22:26.563
8788,8722,3042.50,0.01,Germany,17,5,2026-02-08 19:22:26.587
8789,2672,5516.07,0.01,USA,4,95,2026-02-08 19:22:26.603
8790,8646,8794.95,0.02,Shqipëri,0,95,2026-02-08 19:22:26.617
8791,234,346.46,0.00,Germany,10,36,2026-02-08 19:22:26.627
8792,1478,5259.80,0.01,Germany,10,10,2026-02-08 19:22:26.650
8793,6101,358.38,0.00,Kosove,23,13,2026-02-08 19:22:26.660
8794,679,98.75,0.00,Germany,19,33,2026-02-08 19:22:26.680
8795,3569,965.35,0.00,Kosove,0,36,2026-02-08 19:22:26.690
8796,2931,7136.17,0.09,Kosove,4,37,2026-02-08 19:22:26.710
8797,4535,35.78,0.00,Shqipëri,7,10,2026-02-08 19:22:26.720
8798,4477,422.25,0.00,UK,4,38,2026-02-08 19:22:26.737
8799,6379,551.80,0.00,Shqipëri,14,93,2026-02-08 19:22:26.760
8800,6020,434.60,0.00,Shqipëri,1,57,2026-02-08 19:22:26.773
8801,6327,331.05,0.00,USA,18,2,2026-02-08 19:22:26.797
8802,6755,242.51,0.00,USA,2,63,2026-02-08 19:22:26.810
8803,1168,3124.87,0.01,UK,5,16,2026-02-08 19:22:26.830
8804,8536,66.96,0.00,Germany,4,60,2026-02-08 19:22:26.850
8805,2144,183.76,0.00,Shqipëri,4,93,2026-02-08 19:22:26.870
8806,7903,132.56,0.00,USA,3,23,2026-02-08 19:22:26.887
8807,3598,723.66,0.00,Shqipëri,13,45,2026-02-08 19:22:26.907
8808,5646,4608.91,0.01,Shqipëri,10,51,2026-02-08 19:22:26.930
8809,8131,191.81,0.00,Shqipëri,0,51,2026-02-08 19:22:26.950
8810,6321,826.89,1.00,UK,0,51,2026-02-08 19:22:26.970
8811,631,1485.52,1.00,UK,0,67,2026-02-08 19:22:26.990
8812,4041,4743.55,0.01,UK,1,67,2026-02-08 19:22:27.010
